(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0CRTGH7B9,B00FU0E010,"Colman's Original English Mustard Powder, 454 g",COL09,546,22,834,84,"1,380",106,0.16%,0.53%,0.35%,0.52%,0.24%,0.53%,779,25,"1,220",146,"1,999",171,0.18%,0.44%,0.39%,0.66%,0.27%,0.61%,1.08%,5.81%,7,0,0.51%,0.00%,£115.57,£0.00,7,0
B00FXMJ15U,B00FXMJ15U,Valrhona Cacao Powder 250 g,VALRHO002,102,0,126,0,228,0,0.03%,0.00%,0.05%,0.00%,0.04%,0.00%,166,0,183,0,349,0,0.04%,0.00%,0.06%,0.00%,0.05%,0.00%,89.81%,0.00%,8,0,3.51%,0.00%,£127.44,£0.00,7,0
B00GAGUIPK,B00GAGUIPK,Chefs Brigade Dried Mixed Mushrooms 400g,MUS001Aa - 001,10,0,6,0,16,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45,0,15,0,60,0,0.01%,0.00%,0.00%,0.00%,0.01%,0.00%,62.50%,0.00%,8,0,50.00%,0.00%,£148.64,£0.00,7,0
B00JNGDCLG,B00JNGDCLG,Beetroot Juice Pressed (500g) - x 2 *Twin DEAL Pack*,JUI18A - 001 Prime,77,1,80,0,157,1,0.02%,0.02%,0.03%,0.00%,0.03%,0.00%,113,1,101,0,214,1,0.03%,0.02%,0.03%,0.00%,0.03%,0.00%,0.00%,0.00%,8,0,5.10%,0.00%,£79.57,£0.00,7,0
B00ZA548VM,B00ZA548VM,Cooks & Co Hearts of Palm (400g) - Pack of 6,VEG24 - 005 Prime,54,0,35,0,89,0,0.02%,0.00%,0.01%,0.00%,0.02%,0.00%,75,0,40,0,115,0,0.02%,0.00%,0.01%,0.00%,0.02%,0.00%,15.84%,0.00%,7,0,7.87%,0.00%,£172.41,£0.00,7,0
B01B86GEIG,B01B86GEIG,Whirl Vegetable Oil Butter Flavour - 3 x 4LTR,BUT25F,4,0,8,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,10,0,14,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,84.62%,0.00%,7,1,58.33%,0.00%,£410.06,£58.58,7,1
B01DYATT0E,B01DYATT0E,"Wooden Coffee Stirrers - Size 7 inches"" - Pack of 1000 Wood Stick Stirrer",DIS19 - 001,9,1,41,11,50,12,0.00%,0.02%,0.02%,0.07%,0.01%,0.06%,13,1,48,13,61,14,0.00%,0.02%,0.02%,0.06%,0.01%,0.05%,38.60%,14.29%,10,0,20.00%,0.00%,£66.90,£0.00,7,0
B0C849W42J,B074RK46F8,"Thai Taste Green Curry Paste, 400g",THAITA014 - 001,179,1,177,6,356,7,0.05%,0.02%,0.07%,0.04%,0.06%,0.03%,243,1,260,8,503,9,0.06%,0.02%,0.08%,0.04%,0.07%,0.03%,6.81%,0.00%,8,0,2.25%,0.00%,£63.04,£0.00,7,0
B077B43TXT,B077B43TXT,Country Range Assorted Jam Portions - 1x100x20g,JAM03B - 009 Prime,"1,513",13,"1,025",92,"2,538",105,0.45%,0.32%,0.43%,0.57%,0.44%,0.52%,"2,029",24,"1,394",156,"3,423",180,0.46%,0.43%,0.45%,0.70%,0.46%,0.65%,1.46%,2.03%,7,1,0.28%,0.95%,£111.86,£15.98,7,1
B07QDB3FLX,B07QDB3FLX,"We Can Source It Ltd - Wrapmaster 4500 Cling Film – 45cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA02 - 001 uk shipping,417,13,319,67,736,80,0.12%,0.32%,0.13%,0.42%,0.13%,0.40%,587,17,414,87,"1,001",104,0.13%,0.30%,0.13%,0.39%,0.13%,0.37%,24.37%,10.00%,8,2,1.09%,2.50%,£291.74,£87.70,7,2
B0CKXMKTLB,B082T3T9WJ,"KTC White Vinegar 5 Litre - Perfect for Pickling, Cleaning, Baking, Marinades and Sauces & Cheese Making - 5 Litre Bottle - Produced in The UK (4 Pack)",VIN31A - 004,6,0,11,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,13,0,20,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,95.00%,0.00%,8,0,47.06%,0.00%,£189.64,£0.00,7,0
B08GCRG2JQ,B08GCRG2JQ,Fentimans - Mandarin & Seville Orange Jigger 275ml Glass Bottle - Pack of 24,FENTIM007 - 004,3,0,7,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,11,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,83.33%,0.00%,7,0,70.00%,0.00%,£270.73,£0.00,7,0
B08TMQ77LL,B08TMQ77LL,Fire Roasted Sweet Red Peppers 2.65KG Lefktro,VEG10D,20,3,32,6,52,9,0.01%,0.07%,0.01%,0.04%,0.01%,0.04%,27,4,40,7,67,11,0.01%,0.07%,0.01%,0.03%,0.01%,0.04%,100.00%,100.00%,8,3,15.38%,33.33%,£106.00,£39.75,7,2
B08W2G1KG7,B08W2G1KG7,French White Wine Tarragon Vinegar 75cl - Centaur,VIN21,12,0,19,0,31,0,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,14,0,25,0,39,0,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,100.00%,0.00%,8,1,25.81%,0.00%,£73.57,£9.24,7,1
B0946MFV9J,B0946MFV9J,6 Pack of 750ml Cif Professional Formula Glass & Multi-Surface Cleaner Streak and Smear Free Finish,CIF002 - 001 Prime,34,2,48,6,82,8,0.01%,0.05%,0.02%,0.04%,0.01%,0.04%,52,2,56,9,108,11,0.01%,0.04%,0.02%,0.04%,0.01%,0.04%,21.21%,0.00%,11,0,13.41%,0.00%,£199.43,£0.00,7,0
B09W66RX26,B09W66RX26,Lion Premium Thai Sweet Chilli Sauce 2.27 Litres,LIO15 - 001 Prime,31,0,29,3,60,3,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,37,0,44,7,81,7,0.01%,0.00%,0.01%,0.03%,0.01%,0.03%,92.00%,100.00%,7,1,11.67%,33.33%,£102.83,£14.69,7,1
B0B6J9QM5X,B0B6J9QM5X,"Parkers Lion Cool Salsa 2.27Ltrs, Red",LIO11 - 001,6,0,12,1,18,1,0.00%,0.00%,0.01%,0.01%,0.00%,0.00%,7,0,16,2,23,2,0.00%,0.00%,0.01%,0.01%,0.00%,0.01%,95.65%,100.00%,11,0,61.11%,0.00%,£156.64,£0.00,7,0
B0CGVG4J57,B0CGVKZJQJ,Schwartz Dark & Rich Gravy Browning 1.2kg (2),GRA12A - 002 Prime,15,0,20,2,35,2,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,22,0,25,3,47,3,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,95.45%,100.00%,10,3,28.57%,150.00%,£228.80,£68.64,7,1
B0CLM75717,B0CLM7WBMJ,"Buchanan Dried Fruits (Pitted Prunes 3kg, Pack of 1)",DRIPRU001 - 001 Prime,2,0,19,0,21,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,3,0,32,0,35,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,83.33%,0.00%,7,0,33.33%,0.00%,£160.83,£0.00,7,0
B0CPJRP1FJ,B0CPJRP1FJ,QP Japanese Mayonnaise Condiment Sauce 450g (Pack of 2),MAY25A - 004,170,1,158,7,328,8,0.05%,0.02%,0.07%,0.04%,0.06%,0.04%,229,1,202,12,431,13,0.05%,0.02%,0.07%,0.05%,0.06%,0.05%,63.73%,45.45%,7,0,2.13%,0.00%,£94.09,£0.00,7,0
B0CPQ3G6WS,B0CPQ3G6WS,Brown Bag Oak Smoked Chilli Crisps and Smoked Bacon Crisps (2 Boxes),Crisps Bundle - 004 Prime,32,0,12,0,44,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,43,0,14,0,57,0,0.01%,0.00%,0.00%,0.00%,0.01%,0.00%,100.00%,0.00%,7,0,15.91%,0.00%,£223.74,£0.00,7,0
B0CTQWB8HG,B0CTQWB8HG,"Mae Ploy Authentic Thai Assorted Curry Paste 400g - Massaman, Red, Green & Yellow Curry Sauce (Pack of 4) HALAL",Mae Ploy Bundle - 003 Prime,47,1,30,0,77,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.00%,52,1,33,0,85,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.00%,91.25%,100.00%,7,0,9.09%,0.00%,£122.43,£0.00,7,0
B0CTTSQNGF,B0CTTSQNGF,Tate & Lyle Sucralose Sachets 1000 x 0.5gm,TATESA000A - 001 Prime,25,0,19,2,44,2,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,38,0,25,2,63,2,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,95.16%,100.00%,8,1,18.18%,50.00%,£86.56,£10.82,7,1
B0CVNBBHHG,B0CVN7YC5L, ,COLAVI005 - 001 Prime,30,0,48,0,78,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,48,0,64,0,112,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,96.08%,0.00%,7,0,8.97%,0.00%,£100.73,£0.00,7,0
B0D2PCPCL2,B0D2PBJ2W1,Parkers Dawn - PLAIN Muffin Mix - 3.5kg,DAWN3.5 - 001 Prime,31,2,30,0,61,2,0.01%,0.05%,0.01%,0.00%,0.01%,0.01%,48,7,35,0,83,7,0.01%,0.12%,0.01%,0.00%,0.01%,0.03%,97.47%,100.00%,7,0,11.48%,0.00%,£149.73,£0.00,7,0
B0D33ZG5LJ,B0D33RGL3K,"Alpro - Milk For Professionals - 1ltr (2, Soya)",ALP01 - 001 Prime,31,0,37,3,68,3,0.01%,0.00%,0.02%,0.02%,0.01%,0.01%,33,0,45,3,78,3,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,100.00%,100.00%,7,0,10.29%,0.00%,£65.89,£0.00,7,0
B0D3QSTX58,B0D3QHYD26,Lion - CAESAR Dressing - 2.27ltr (1),DRE07 - 001 Prime,40,1,40,3,80,4,0.01%,0.02%,0.02%,0.02%,0.01%,0.02%,47,1,42,3,89,4,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,100.00%,100.00%,7,1,8.75%,25.00%,£108.31,£15.77,7,1
B0D4Z9149J,B0D4Z9149J,"Belazu Bundle - Tapenade, Harissa, Tomato, Genovese, Truffle - (Pack of 5)",Bundle - 135 Prime,59,1,78,2,137,3,0.02%,0.02%,0.03%,0.01%,0.02%,0.01%,70,1,91,2,161,3,0.02%,0.02%,0.03%,0.01%,0.02%,0.01%,96.05%,100.00%,7,0,5.11%,0.00%,£146.72,£0.00,7,0
B0D92QMD5V,B0D92QMD5V,"Jersey Ice Cream Mix 1ltr (12, Luxury)",UHT31B - 004 Prime,10,0,19,5,29,5,0.00%,0.00%,0.01%,0.03%,0.01%,0.02%,16,0,30,11,46,11,0.00%,0.00%,0.01%,0.05%,0.01%,0.04%,86.11%,60.00%,12,2,41.38%,40.00%,£634.56,£107.68,7,1
B0DFHN4328,B0DFHL8WNR,Parkers Foodservice Robert Scott - BLUE - Microfibre Cloth - 10 x 40cm x 40cm (1),CLOTHM002 - 001 Prime,21,0,7,1,28,1,0.01%,0.00%,0.00%,0.01%,0.00%,0.00%,31,0,13,1,44,1,0.01%,0.00%,0.00%,0.00%,0.01%,0.00%,97.37%,100.00%,8,2,28.57%,200.00%,£73.76,£21.08,7,1
B0DGH29C6Q,B0DGH29C6Q,Lazy - LIME - Juice 1 Litre - (Pack of 2),JUI02C - 003 Prime,1,0,6,1,7,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,1,0,6,1,7,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,7,0,100.00%,0.00%,£91.56,£0.00,7,0
B0DWTWT4YQ,B0DWTWT4YQ,The Bay Tree Sweet Chilli Jam 1.3kg,CHU32 - 002 Prime,19,0,14,2,33,2,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,22,0,20,2,42,2,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,95.24%,100.00%,9,0,27.27%,0.00%,£169.74,£0.00,7,0
B0F3JNRZBJ,B0F3JNRZBJ,South Downs Water Sparkling Glass 24 x 330ml,SOUTHD002 - 001,13,1,14,0,27,1,0.00%,0.02%,0.01%,0.00%,0.00%,0.00%,15,1,20,0,35,1,0.00%,0.02%,0.01%,0.00%,0.00%,0.00%,100.00%,100.00%,10,0,37.04%,0.00%,£233.40,£0.00,7,0
B0F445LM68,B0F445LM68,Caterers Pride - GRAPEFRUIT Segments In Light Syrup - 540gm,FRU07B - 001 Prime,18,0,19,0,37,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,23,0,25,0,48,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,90.91%,0.00%,8,1,21.62%,0.00%,£51.52,£6.44,7,1
B002E2K1EW,B002E2K1EW,Lyle's Golden Syrup Poly Bottle 7.26 kg,TATESY001 - 003,97,1,90,8,187,9,0.03%,0.02%,0.04%,0.05%,0.03%,0.04%,131,1,124,10,255,11,0.03%,0.02%,0.04%,0.04%,0.03%,0.04%,11.44%,11.11%,6,0,3.21%,0.00%,£137.76,£0.00,6,0
B0051C19BQ,B0051C19BQ,"Bottle Green Elderflower Cordial, 500ml",COR50 - 006 Prime,597,5,392,12,989,17,0.18%,0.12%,0.17%,0.07%,0.17%,0.08%,765,8,498,17,"1,263",25,0.17%,0.14%,0.16%,0.08%,0.17%,0.09%,0.26%,0.00%,8,0,0.81%,0.00%,£73.36,£0.00,6,0
B0081G1R66,B0081G1R66,Cooks & Co Sliced Green Jalapenos 820 g (Pack of 12),VEG12K - 001 Prime,8,1,10,0,18,1,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,9,1,13,0,22,1,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,7,2,38.89%,200.00%,£240.34,£68.72,6,1
B00AZL7UES,B00AZL7UES,Cadbury Instant Hot Chocolate Sachets 28 g (Pack of 50),HOT19 Prime,433,9,564,95,997,104,0.13%,0.22%,0.24%,0.59%,0.17%,0.52%,542,13,674,115,"1,216",128,0.12%,0.23%,0.22%,0.52%,0.16%,0.46%,9.69%,0.00%,8,0,0.80%,0.00%,£220.08,£0.00,6,0
B093CPH8Q9,B00CBJX6MW,"Folkington's Fruit Juice, Cranberry Juice, 12 Glass Bottles, Pure Fruit Juice, Multipack 12 x 250 ml",FOL03 - 001 Prime,190,1,186,6,376,7,0.06%,0.02%,0.08%,0.04%,0.07%,0.03%,235,1,233,10,468,11,0.05%,0.02%,0.08%,0.04%,0.06%,0.04%,32.00%,0.00%,6,0,1.60%,0.00%,£150.96,£0.00,6,0
B00OPYLXBW,B00OPYLXBW,Béghin Say La Perruche Pure Cane Rough Cut Cubes 1kg SUBR1K Case Of 8,SUG17E,6,0,17,2,23,2,0.00%,0.00%,0.01%,0.01%,0.00%,0.01%,9,0,20,3,29,3,0.00%,0.00%,0.01%,0.01%,0.00%,0.01%,100.00%,100.00%,6,3,26.09%,150.00%,£221.48,£115.09,6,3
B0DD57LNSQ,B00RXGC0QQ,"Heinz Tomato Ketchup, 2.15Ltr",HEI01,294,3,177,3,471,6,0.09%,0.07%,0.07%,0.02%,0.08%,0.03%,306,3,196,3,502,6,0.07%,0.05%,0.06%,0.01%,0.07%,0.02%,70.59%,60.00%,6,0,1.27%,0.00%,£100.26,£0.00,6,0
B00VU3ABXC,B00VU3ABXC,Crusha Chocolate Milkshake Flavouring - 1 x 1Ltr,CRUSHA002 - 005 Prime,22,0,11,0,33,0,0.01%,0.00%,0.00%,0.00%,0.01%,0.00%,28,0,12,0,40,0,0.01%,0.00%,0.00%,0.00%,0.01%,0.00%,47.22%,0.00%,6,0,18.18%,0.00%,£58.18,£0.00,6,0
B00YUU8350,B00YUU8350,Doves Farm | Rye Flour Wholegrain Organic | 6 X 1Kg,FLO16 - 009,46,1,55,0,101,1,0.01%,0.02%,0.02%,0.00%,0.02%,0.00%,50,1,63,0,113,1,0.01%,0.02%,0.02%,0.00%,0.02%,0.00%,76.64%,0.00%,6,1,5.94%,100.00%,£99.54,£16.59,6,1
B015DQ13UQ,B015DQ13UQ,Fattoria Estense Balsamic Gift Set - 1 X Gold Balsamic (250 Ml) + 1 X Silver Balsamic (250 Ml),VIN25/A,18,0,23,0,41,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,29,0,37,0,66,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,95.16%,0.00%,6,0,14.63%,0.00%,£165.54,£0.00,6,0
B01B86GEGI,B01B86GEGI,Whirl Vegetable Oil Butter Flavour - 5 x 4LTR,BUT25C,16,0,15,3,31,3,0.00%,0.00%,0.01%,0.02%,0.01%,0.01%,17,0,19,5,36,5,0.00%,0.00%,0.01%,0.02%,0.00%,0.02%,30.56%,40.00%,7,0,22.58%,0.00%,£688.56,£0.00,6,0
B01EX17VI0,B01EX17VI0,( 2.55kg Pack ) Branston Small Chunk Pickle 2.55kg,PIC01C - 002,15,0,23,0,38,0,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,15,0,32,0,47,0,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,100.00%,0.00%,6,1,15.79%,0.00%,£103.02,£17.17,6,1
B01GJTZFX2,B01GJTZFX2,Yutaka Fukujinzuke Mixed Vegetables Pickled 1 kg,PIC10 - 001,242,3,153,3,395,6,0.07%,0.07%,0.06%,0.02%,0.07%,0.03%,325,3,184,3,509,6,0.07%,0.05%,0.06%,0.01%,0.07%,0.02%,10.82%,0.00%,6,0,1.52%,0.00%,£50.52,£0.00,6,0
B01LZPU1EP,B01LZPU1EP,"Wrapmaster GM215 Baking Parchment, Fits WM4500 or Duo (Pack of 3)",WRA06 - 001,38,4,108,18,146,22,0.01%,0.10%,0.05%,0.11%,0.03%,0.11%,46,4,127,24,173,28,0.01%,0.07%,0.04%,0.11%,0.02%,0.10%,5.42%,0.00%,6,0,4.11%,0.00%,£174.06,£0.00,6,0
B0CBM1KDDG,B075SD49Y3,Callebaut Gold 30.4% - Finest Belgian Caramel Chocolate Chips (callets) 2.5kg,CAL32 - 001,34,5,62,3,96,8,0.01%,0.12%,0.03%,0.02%,0.02%,0.04%,49,5,74,3,123,8,0.01%,0.09%,0.02%,0.01%,0.02%,0.03%,25.45%,57.14%,6,1,6.25%,12.50%,£366.66,£61.11,6,1
B075YCY6TN,B075YCY6TN,Macphie - Crème Anglaise 1 Litre,MACPHI007A Prime,16,1,21,0,37,1,0.00%,0.02%,0.01%,0.00%,0.01%,0.00%,19,1,25,0,44,1,0.00%,0.02%,0.01%,0.00%,0.01%,0.00%,95.12%,100.00%,21,4,56.76%,400.00%,£222.18,£42.32,6,1
B0772P3ZV2,B0772P3ZV2,Macphie - OTT Chocolate Dessert Topping Sauce 500g,MAC03A - 001 Prime,31,1,26,1,57,2,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,40,1,31,1,71,2,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,57.81%,100.00%,10,2,17.54%,100.00%,£74.78,£14.78,6,1
B077BT67GY,B077BT67GY,Essential Cuisine Premier Red Wine Jus - 1x1.2kg,JUS04,134,2,176,2,310,4,0.04%,0.05%,0.07%,0.01%,0.05%,0.02%,166,2,216,4,382,6,0.04%,0.04%,0.07%,0.02%,0.05%,0.02%,45.58%,16.67%,6,1,1.94%,25.00%,£229.32,£38.22,6,1
B07KM7K7MC,B07KM7K7MC,Maggi Original Gravy Mix - 2x1.8kg,GRA01 - 002,123,1,98,2,221,3,0.04%,0.02%,0.04%,0.01%,0.04%,0.01%,164,1,120,2,284,3,0.04%,0.02%,0.04%,0.01%,0.04%,0.01%,68.06%,100.00%,7,2,3.17%,66.67%,£277.79,£79.38,6,1
B07N5VCS85,B07N5VCS85,Essential Cuisine - Crème Anglaise Dessert Mix - 1.02kg,CUS10A,39,2,37,3,76,5,0.01%,0.05%,0.02%,0.02%,0.01%,0.02%,52,2,42,3,94,5,0.01%,0.04%,0.01%,0.01%,0.01%,0.02%,100.00%,100.00%,6,1,7.89%,20.00%,£144.90,£24.15,6,1
B07NCZNVBM,B07NCZNVBM,KTC Fried Onions 400 g,ORI300C - 007,132,2,75,10,207,12,0.04%,0.05%,0.03%,0.06%,0.04%,0.06%,176,2,97,10,273,12,0.04%,0.04%,0.03%,0.04%,0.04%,0.04%,13.03%,33.33%,8,0,3.86%,0.00%,£51.60,£0.00,6,0
B07PF7X2DP,B07PF7X2DP,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 003 uk shipping,169,6,152,18,321,24,0.05%,0.15%,0.06%,0.11%,0.06%,0.12%,245,8,204,22,449,30,0.06%,0.14%,0.07%,0.10%,0.06%,0.11%,22.52%,3.85%,8,3,2.49%,12.50%,£223.53,£96.99,6,1
B07PFQXZRD,B07PFQXZRD,Callebaut - Pure Pistachio Paste 1kg,COM01A - 001,222,7,381,8,603,15,0.07%,0.17%,0.16%,0.05%,0.10%,0.07%,286,7,457,12,743,19,0.07%,0.12%,0.15%,0.05%,0.10%,0.07%,53.54%,100.00%,6,2,1.00%,13.33%,£692.76,£230.92,6,2
B07PJ1NSYZ,B07PFRDBH2,Tate Lyle Demerara Sugar Sachets{1000 Per Box} UKB Multi Pack savings (2),TATESA003 - 002 Prime,4,0,20,6,24,6,0.00%,0.00%,0.01%,0.04%,0.00%,0.03%,6,0,22,6,28,6,0.00%,0.00%,0.01%,0.03%,0.00%,0.02%,85.71%,60.00%,8,5,33.33%,83.33%,£162.40,£101.50,6,3
B07QFF7JLS,B07QFF7JLS,We Can Source It Ltd - 3 Rolls of Wrapmaster 4500 Catering Baking Parchment Refills 45cm x 50m for Home and Commercial Kitchens,WRA06 - 002,52,2,56,9,108,11,0.02%,0.05%,0.02%,0.06%,0.02%,0.05%,59,2,70,12,129,14,0.01%,0.04%,0.02%,0.05%,0.02%,0.05%,19.51%,16.67%,7,0,6.48%,0.00%,£206.79,£0.00,6,0
B07WF2DMH8,B07WF2DMH8,Taylors of Harrogate Decaffeinated Breakfast Tea 3 x 20 Wrapped & Tagged Bags,TAYLOR004 - 003,21,0,25,0,46,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,34,0,29,0,63,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,100.00%,0.00%,7,2,15.22%,0.00%,£80.85,£23.10,6,1
B07Z5J47ZP,B07Z5J47ZP,Belazu Truffle & Artichoke Pesto 2x165g,PES12 - 002,4,0,14,0,18,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,4,0,15,0,19,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,7,0,38.89%,0.00%,£76.37,£0.00,6,0
B08562KZ6G,B08562KZ6G,Sosa - Soy Lecithin Powder - 400g,SOSALE001 - 001,31,2,41,3,72,5,0.01%,0.05%,0.02%,0.02%,0.01%,0.02%,40,6,51,3,91,9,0.01%,0.11%,0.02%,0.01%,0.01%,0.03%,81.71%,75.00%,6,2,8.33%,40.00%,£176.30,£59.84,6,2
B0882RS4BT,B0882RS4BT,Yutaka Japanese Katsu Curry Paste (1 x 1 kg),ORI40,49,1,20,2,69,3,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,66,2,22,2,88,4,0.02%,0.04%,0.01%,0.01%,0.01%,0.01%,38.46%,0.00%,10,1,14.49%,33.33%,£199.70,£19.97,6,1
B08BP87N26,B08BP87N26,Essential Cuisine Chicken Stock Mix - 2x800g,STO19C,37,2,58,2,95,4,0.01%,0.05%,0.02%,0.01%,0.02%,0.02%,51,2,87,4,138,6,0.01%,0.04%,0.03%,0.02%,0.02%,0.02%,24.03%,100.00%,6,1,6.32%,25.00%,£280.76,£45.11,6,1
B08BS3QSRN,B08BS3QSRN,Biona Organic Coconut Cream 400ml (Pack of 6),ORI12C - 001,82,2,98,5,180,7,0.02%,0.05%,0.04%,0.03%,0.03%,0.03%,106,2,132,7,238,9,0.02%,0.04%,0.04%,0.03%,0.03%,0.03%,13.12%,14.29%,6,1,3.33%,14.29%,£121.50,£20.25,6,1
B08GGBFZC2,B08GGBFZC2,Opies Pink Peppercorns with Malt Vinegar - 6x105g,PEP06A - 002,7,0,9,0,16,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,0,10,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,88.24%,0.00%,7,0,43.75%,0.00%,£116.13,£0.00,6,0
B0C5ST2XLM,B08GGBZZ75,Dr Oetker Professional Baking Powder Gluten Free - 500g (Single),BAK06E - 001 Prime,123,3,54,3,177,6,0.04%,0.07%,0.02%,0.02%,0.03%,0.03%,136,5,61,4,197,9,0.03%,0.09%,0.02%,0.02%,0.03%,0.03%,61.24%,0.00%,6,0,3.39%,0.00%,£46.20,£0.00,6,0
B08PZJ4RRS,B08PZJ4RRS,Essential Cuisine Lamb Glace 600g,GLA07,2,0,14,0,16,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,4,0,16,0,20,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,72.22%,0.00%,6,0,37.50%,0.00%,£184.08,£0.00,6,0
B08W1RH2JZ,B08W1RH2JZ,Whole Baby Pears in Light Syrup - Tinned 425g,FRU19,7,0,12,1,19,1,0.00%,0.00%,0.01%,0.01%,0.00%,0.00%,12,0,13,1,25,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,9,1,47.37%,100.00%,£55.08,£6.12,6,1
B092MRBFVS,B092MRBFVS,Essential Cuisine #1 Chicken Gravy 1.5KG 20L,GRA17 - 001,11,2,20,2,31,4,0.00%,0.05%,0.01%,0.01%,0.01%,0.02%,13,2,22,2,35,4,0.00%,0.04%,0.01%,0.01%,0.00%,0.01%,100.00%,100.00%,6,0,19.35%,0.00%,£145.50,£0.00,6,0
B0CCXBMTCT,B09X77JVL3,"Kikkoman Tamari Gluten free Soy Sauce, 1 Litre, (Pack of 6), Naturally Brewed",SOY11 - 002 Prime,249,5,234,15,483,20,0.07%,0.12%,0.10%,0.09%,0.08%,0.10%,283,6,282,19,565,25,0.06%,0.11%,0.09%,0.09%,0.08%,0.09%,3.58%,5.88%,8,4,1.66%,20.00%,£394.40,£197.20,6,2
B0B4BFBTGH,B0B4BFBTGH,Lion Honey & Mustard Dressing 2.27ltr,DRE05 - 001 Prime,44,1,33,2,77,3,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,56,1,42,2,98,3,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,76.67%,100.00%,7,2,9.09%,66.67%,£114.09,£32.22,6,2
