(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B00Y2HW3WU,B00Y2HW3WU,Thai Taste Folded Rice Noodles (200g) - Pack of 2,THAITA006 - 001,116,1,95,0,211,1,0.03%,0.02%,0.04%,0.00%,0.04%,0.00%,159,1,104,0,263,1,0.04%,0.02%,0.03%,0.00%,0.04%,0.00%,6.14%,0.00%,4,0,1.90%,0.00%,£27.24,£0.00,3,0
B00Y8DD7ZK,B00Y8DD7ZK,Pasta Reggia Cannelloni - 1x250g,PAS12A - 001,19,0,9,0,28,0,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,25,0,9,0,34,0,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,75.86%,0.00%,3,0,10.71%,0.00%,£15.92,£0.00,3,0
B010E0IVDS,B010E0IVDS,Rowse Clear Blossom Honey Catering Pack 3.17 kg,HON27C - 001 Prime,259,4,374,6,633,10,0.08%,0.10%,0.16%,0.04%,0.11%,0.05%,340,4,511,8,851,12,0.08%,0.07%,0.16%,0.04%,0.11%,0.04%,1.52%,0.00%,4,0,0.63%,0.00%,£70.00,£0.00,3,0
B0BZC8J31J,B010E0OC2C,HP Brown Sauce 2.3kg,HEI32A - 001 Prime,857,9,299,4,"1,156",13,0.25%,0.22%,0.13%,0.02%,0.20%,0.06%,983,9,348,4,"1,331",13,0.22%,0.16%,0.11%,0.02%,0.18%,0.05%,9.69%,16.67%,3,0,0.26%,0.00%,£50.79,£0.00,3,0
B010VN2UQ2,B010VN2UQ2,"Kikkoman soy sauce sweet, naturally brewed - 250ml - 2x",SOY30 - 003,3,0,3,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,7,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,6,0,100.00%,0.00%,£83.94,£0.00,3,0
B019A543JO,B019A543JO,Fentimans - Wild English Elderflower - 275ml x 12,FENTIM004 - 001 Prime,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,3,0,150.00%,0.00%,£68.97,£0.00,3,0
B01B86GEJA,B01B86GEJA,Whirl Vegetable Oil Butter Flavour - 2 x 4LTR,BUT25G,3,0,11,0,14,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,13,0,16,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,80.00%,0.00%,3,0,21.43%,0.00%,£124.56,£0.00,3,0
B01BKKVQBK,B01BKKVQBK,Tilda Easy Cook Long Grain Rice 5kg,RIC16A - 002,92,0,70,3,162,3,0.03%,0.00%,0.03%,0.02%,0.03%,0.01%,126,0,139,3,265,3,0.03%,0.00%,0.04%,0.01%,0.04%,0.01%,0.00%,0.00%,3,0,1.85%,0.00%,£54.12,£0.00,3,0
B01BLFMPXW,B01BLFMPXW,Tate And Lyle Sugars Dark Brown Sugar 3 kg,TATESO001 - 007,33,0,28,0,61,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,53,0,30,0,83,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,17.39%,0.00%,3,0,4.92%,0.00%,£35.55,£0.00,3,0
B0DFVLC2J7,B01CMIGQ6Y,"Fentimans Mandarin and Seville Orange Jigger - Natural Botanically Brewed Orange Drink - Perfect Mixer - Low Calorie, Gluten-Free and Vegan Soft Drinks - 12 x 275ml",FENTIM007 - 002,659,9,530,21,"1,189",30,0.19%,0.22%,0.22%,0.13%,0.21%,0.15%,799,11,688,25,"1,487",36,0.18%,0.20%,0.22%,0.11%,0.20%,0.13%,0.22%,15.00%,7,7,0.59%,23.33%,£158.13,£158.13,3,3
B01CSZSSL2,B01CSZSSL2,BTL GRN ELDERFLOWER CORD 500ML,COR50 - 005 Prime,196,5,154,9,350,14,0.06%,0.12%,0.06%,0.06%,0.06%,0.07%,254,7,175,11,429,18,0.06%,0.12%,0.06%,0.05%,0.06%,0.06%,0.51%,6.25%,3,0,0.86%,0.00%,£27.51,£0.00,3,0
B0F62V6SP5,B01EE3SDYS,Doves Farm | Gluten Free White Bread Flour | 3 x 1kg,FLO19B - 006,30,0,24,0,54,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,43,0,33,0,76,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,56.52%,0.00%,3,0,5.56%,0.00%,£38.85,£0.00,3,0
B01EX16Z3C,B01EX16Z3C,( 6 Pack ) Chef William Baking Powder 800g,BAK06B - 003 Prime,1,0,4,1,5,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,1,0,5,2,6,2,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,100.00%,100.00%,7,5,140.00%,500.00%,£205.24,£146.60,3,1
B01G3T5P9M,B01G3T5P9M,KTC Crispy Fried Onions - 3 x 400g,ORI300C - 006,131,5,126,8,257,13,0.04%,0.12%,0.05%,0.05%,0.04%,0.06%,200,7,178,9,378,16,0.05%,0.12%,0.06%,0.04%,0.05%,0.06%,0.31%,0.00%,3,0,1.17%,0.00%,£33.57,£0.00,3,0
B01GJTZFX2,B01GJTZFX2,Yutaka Fukujinzuke Mixed Vegetables Pickled 1 kg,PIC10 - 002,242,3,153,3,395,6,0.07%,0.07%,0.06%,0.02%,0.07%,0.03%,325,3,184,3,509,6,0.07%,0.05%,0.06%,0.01%,0.07%,0.02%,10.82%,0.00%,3,0,0.76%,0.00%,£23.25,£0.00,3,0
B07XS8GKFC,B01LY54FZD,Belazu Rose Harissa 170 g (Pack of 2),SPI12AAA,72,0,69,3,141,3,0.02%,0.00%,0.03%,0.02%,0.02%,0.01%,82,0,84,4,166,4,0.02%,0.00%,0.03%,0.02%,0.02%,0.01%,80.13%,66.67%,3,0,2.13%,0.00%,£33.87,£0.00,3,0
B06WGPDL8B,B06WGPDL8B,Heinz BBQ Sauce Sachets 250 x 7ml,HEI10H - 001,10,0,19,0,29,0,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,12,0,19,0,31,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,93.55%,0.00%,3,2,10.34%,0.00%,£59.79,£39.86,3,2
B06XH2MJG2,B06XH2MJG2,Monin Coffee Syrup in Amaretto 70cl Glass Bottle & 70cl Pump Set,MONINS08 - 002,7,0,1,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,1,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,3,0,37.50%,0.00%,£58.14,£0.00,3,0
B06XH95Z95,B06XH95Z95,Monin Coffee Syrup in Raspberry 70cl Glass Bottle & 70cl Monin Pump Set,BUNDLE036 - 001,32,1,17,1,49,2,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,43,1,21,1,64,2,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,27.59%,0.00%,3,0,6.12%,0.00%,£52.37,£0.00,3,0
B071YVM25T,B071YVM25T,Callebaut 33.6% Milk Chocolate Chips (callets) - 3 x 1kg Bundle,CAL03BM,69,1,47,2,116,3,0.02%,0.02%,0.02%,0.01%,0.02%,0.01%,93,1,53,2,146,3,0.02%,0.02%,0.02%,0.01%,0.02%,0.01%,17.04%,0.00%,3,0,2.59%,0.00%,£199.89,£0.00,3,0
B077B7H536,B077B7H536,Hartleys Redcurrant Jelly - 2x3.18kg,CON02C - 002 Prime,5,0,5,1,10,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,5,0,8,1,13,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,84.62%,100.00%,5,1,50.00%,100.00%,£141.65,£28.33,3,1
B079GZLGRB,B079GZLGRB,"Saver Bundle Callebaut, Milk Chocolate Chips (3 x 1kg Bundle)",CAL03Y,26,0,17,0,43,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,33,0,21,0,54,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,98.00%,0.00%,3,1,6.98%,0.00%,£198.39,£66.13,3,1
B0B7B633LM,B07D7DS53G,Tate & Lyle Rough Cut White Sugar Cubes 1kg,TATECU002 - 003,246,4,231,56,477,60,0.07%,0.10%,0.10%,0.35%,0.08%,0.30%,320,4,302,80,622,84,0.07%,0.07%,0.10%,0.36%,0.08%,0.30%,5.67%,11.43%,3,0,0.63%,0.00%,£22.89,£0.00,3,0
B0CV151M43,B07D9L24BP,"Brown Bag Crisps Beetroot, Carrot & Parsnip Veggie Crisps, 40 g (Pack of 15)",CRI23,86,0,85,3,171,3,0.03%,0.00%,0.04%,0.02%,0.03%,0.01%,108,0,115,4,223,4,0.02%,0.00%,0.04%,0.02%,0.03%,0.01%,13.78%,0.00%,3,0,1.75%,0.00%,£58.89,£0.00,3,0
B07HHSSL4D,B07HHSSL4D,"Yutaka Sushi Rice 500g (Pack of 6) | Premium Japanese Short-Grain Rice for Sushi & Onigiri | Perfect Sticky Texture & Natural Sweetness | Ideal for Sushi Making, Rice Bowls & Japanese Cuisine",RIC25D,"1,007",9,537,11,"1,544",20,0.30%,0.22%,0.23%,0.07%,0.27%,0.10%,"1,262",13,696,14,"1,958",27,0.29%,0.23%,0.22%,0.06%,0.26%,0.10%,2.10%,0.00%,3,0,0.19%,0.00%,£39.57,£0.00,3,0
B07HN9CWS4,B07HN9CWS4,Essential Cuisine Chicken Glace - 1x600g,GLA04 - 001,95,6,105,4,200,10,0.03%,0.15%,0.04%,0.02%,0.03%,0.05%,115,6,129,5,244,11,0.03%,0.11%,0.04%,0.02%,0.03%,0.04%,14.48%,0.00%,3,0,1.50%,0.00%,£92.04,£0.00,3,0
B0CRY8TNFH,B07K91GYJG,New Fermipan Instant Red Dried Yeast 500g,BAK01 - 008 Prime,789,14,869,22,"1,658",36,0.23%,0.34%,0.37%,0.14%,0.29%,0.18%,"1,072",18,"1,184",35,"2,256",53,0.24%,0.32%,0.38%,0.16%,0.30%,0.19%,1.13%,0.00%,3,0,0.18%,0.00%,£23.58,£0.00,3,0
B07LB135V7,B07LB135V7,"Taylors of Harrogate Ceylon Tea, 20 Teabags",TAYLOR007 - 001,10,0,23,1,33,1,0.00%,0.00%,0.01%,0.01%,0.01%,0.00%,10,0,29,2,39,2,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,66.67%,50.00%,22,0,66.67%,0.00%,£150.92,£0.00,3,0
B0CGD7669F,B07LBK7NLF,Divine Milk Chocolate - 35 g bars (Pack of 30),CHO60 - 001 Prime,48,1,113,10,161,11,0.01%,0.02%,0.05%,0.06%,0.03%,0.05%,58,1,152,18,210,19,0.01%,0.02%,0.05%,0.08%,0.03%,0.07%,13.73%,0.00%,3,0,1.86%,0.00%,£98.07,£0.00,3,0
B07LGDDX6D,B07LGDDX6D,"Taylors of Harrogate Ceylon Tea, 20 Individually Wrapped & Tagged Tea Bags (Pack of 6)",TAYLOR007 - 002,11,0,5,0,16,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11,0,8,0,19,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,47.37%,0.00%,3,0,18.75%,0.00%,£51.60,£0.00,3,0
B07N99JS6S,B07N99JS6S,"Twinings Redbush {Individually Wrapped} Enveloped Tea, Naturally Caffeine Free (40)",TWIN008 - 001,5,1,7,0,12,1,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,10,1,8,0,18,1,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,3,0,25.00%,0.00%,£25.02,£0.00,3,0
B07NR1DPMJ,B07NR1DPMJ,LION Horseradish Sauce 2.27 Litres,LIO07 - 001 Prime,10,0,11,0,21,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14,0,11,0,25,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,86.96%,0.00%,3,0,14.29%,0.00%,£45.08,£0.00,3,0
B07PMKBHH1,B07PMKBHH1,Belazu | Black Olive Tapenade | 4 x 170g,OLI99 - 004,6,1,13,1,19,2,0.00%,0.02%,0.01%,0.01%,0.00%,0.01%,6,1,17,1,23,2,0.00%,0.02%,0.01%,0.00%,0.00%,0.01%,100.00%,100.00%,3,0,15.79%,0.00%,£52.29,£0.00,3,0
B07RR273D4,B07RR273D4,Squid (Cuttlefish) Ink 90g,MED60A - 001,74,2,76,6,150,8,0.02%,0.05%,0.03%,0.04%,0.03%,0.04%,93,2,92,6,185,8,0.02%,0.04%,0.03%,0.03%,0.02%,0.03%,44.89%,40.00%,3,1,2.00%,12.50%,£23.73,£7.91,3,1
B07T1Y3YYD,B07T1Y3YYD,Triple Lion Potato Starch - 1x1.5kg,FLO23,12,0,12,0,24,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,15,0,14,0,29,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,53.85%,0.00%,9,0,37.50%,0.00%,£80.55,£0.00,3,0
B07W6HWNV7,B07W6HWNV7,"Fentiman's Mandarin and Seville Orange Jigger Fizzy Drink, 275ml Glass Bottle (12 Pack)",FENTIM007 - 003,20,0,19,0,39,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,25,0,24,0,49,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,92.86%,0.00%,3,0,7.69%,0.00%,£83.52,£0.00,3,0
B087V8L9LZ,B087V8L9LZ,Macphie - Premium Creme Brulee - UHT - Long Shelf Life (1 litres),MACPHI006,21,1,30,2,51,3,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,28,1,44,2,72,3,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,95.16%,100.00%,3,0,5.88%,0.00%,£30.30,£0.00,3,0
B087V8L9LZ,B087V8L9LZ,Macphie - Premium Creme Brulee - UHT - Long Shelf Life (1 litres),MACPHI006 Prime,21,1,30,2,51,3,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,28,1,44,2,72,3,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,95.16%,100.00%,6,0,11.76%,0.00%,£64.62,£0.00,3,0
B0CDPDXXWD,B08BP8Q4S3,Tate & Lyle Dark Soft Brown Sugar - 4x3kg,TATESO001 - 002,57,1,47,10,104,11,0.02%,0.02%,0.02%,0.06%,0.02%,0.05%,78,1,56,11,134,12,0.02%,0.02%,0.02%,0.05%,0.02%,0.04%,0.00%,0.00%,3,0,2.88%,0.00%,£106.02,£0.00,3,0
B08BPBV65B,B08BPBV65B,Heinz Salad Cream Sachets - 200x,HEI10B - 002,16,0,19,0,35,0,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,27,0,20,0,47,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,93.02%,0.00%,3,1,8.57%,0.00%,£65.61,£21.87,3,1
B08BPCWQGT,B08BPCWQGT,Fentimans Ginger Beer Drinks - 12x275ml,FENTIM005 - 002 Prime,18,0,17,2,35,2,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,19,0,21,3,40,3,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,87.18%,100.00%,4,0,11.43%,0.00%,£97.07,£0.00,3,0
B08GKSQGBY,B08GKSQGBY,"Lea & Perrins Worcestershire Sauce 290 ml, The Original and Authentic, Pack of 4",CON12B - 008,135,0,157,3,292,3,0.04%,0.00%,0.07%,0.02%,0.05%,0.01%,155,0,182,4,337,4,0.04%,0.00%,0.06%,0.02%,0.04%,0.01%,94.44%,100.00%,5,0,1.71%,0.00%,£94.75,£0.00,3,0
B08J84387K,B08J84387K,Menz and Gasser Assorted Jam Portions - Individual Portions of Delicious Assorted Jam Perfect for Breakfast Travel - Pack of 200 Portions Exp 04/26,JAM03B - 002,4,0,19,2,23,2,0.00%,0.00%,0.01%,0.01%,0.00%,0.01%,4,0,24,4,28,4,0.00%,0.00%,0.01%,0.02%,0.00%,0.01%,88.89%,100.00%,4,2,17.39%,100.00%,£103.60,£51.80,3,1
B08PZF4LVS,B08PZF4LVS,Essential Cuisine - Beef Demi Glace 1.5 Kg,DEH04,15,0,15,2,30,2,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,16,0,19,2,35,2,0.00%,0.00%,0.01%,0.01%,0.00%,0.01%,97.06%,100.00%,3,0,10.00%,0.00%,£95.94,£0.00,3,0
B08TMMR32J,B08TMMR32J,Caperberries in Brine 1.58KG Lefktro,CAP03A Prime,65,5,68,3,133,8,0.02%,0.12%,0.03%,0.02%,0.02%,0.04%,96,6,78,3,174,9,0.02%,0.11%,0.03%,0.01%,0.02%,0.03%,98.14%,100.00%,6,1,4.51%,12.50%,£89.94,£14.99,3,1
B0946NHL32,B0946NHL32,3 Pack of 750ml Cif Professional Formula Glass & Multi-Surface Cleaner Streak and Smear Free Finish,CIF002 - 002 Prime,28,2,22,2,50,4,0.01%,0.05%,0.01%,0.01%,0.01%,0.02%,39,4,24,2,63,6,0.01%,0.07%,0.01%,0.01%,0.01%,0.02%,5.36%,0.00%,3,0,6.00%,0.00%,£34.77,£0.00,3,0
B09J8626R3,B09J8479G1,"Cream Of Tartar Premium Quality Suitable for Vegans, Non-GMO, Gluten Free (500g)",ING02 - 001,7,0,5,1,12,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,8,0,5,1,13,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,3,0,25.00%,0.00%,£43.41,£0.00,3,0
B09SPRW26T,B09SPRW26T,Pura Refined Vegetable Oil 5L,OIL07B - 002,40,0,32,4,72,4,0.01%,0.00%,0.01%,0.02%,0.01%,0.02%,52,0,38,4,90,4,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,0.00%,0.00%,3,0,4.17%,0.00%,£43.86,£0.00,3,0
B0B9LFZTRW,B09T3CTKLC,Branston Original Pickle 2.55kg x 2,PIC01 - 005,5,0,9,0,14,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,9,0,14,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,78.57%,0.00%,3,0,21.43%,0.00%,£90.27,£0.00,3,0
B09W66RX26,B09W66RX26,Lion Premium Thai Sweet Chilli Sauce 2.27 Litres,LIO15 - 001,31,0,29,3,60,3,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,37,0,44,7,81,7,0.01%,0.00%,0.01%,0.03%,0.01%,0.03%,92.00%,100.00%,3,0,5.00%,0.00%,£42.12,£0.00,3,0
B0B297H118,B0B297H118,The Fine Cookie Co. Salt Lake Caramel Cookie 1 x 36,FINECO004 - 001,4,0,5,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,7,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,6,0,66.67%,0.00%,£257.82,£0.00,3,0
B0DPJF7N4F,B0B6199GGR,"Jacob's Mini Cheddars Smoky BBQ Grab Bag, 45 g (Pack of 30)",BAR30 - 001 Prime,10,0,10,0,20,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13,0,13,0,26,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.35%,0.00%,3,0,15.00%,0.00%,£63.84,£0.00,3,0
B0B9F9WJDR,B0B9F4YPPR,Maggi Original Gravy 1.8kg x 2 case,MAGGIG001 - 006,17,1,26,1,43,2,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,33,1,36,1,69,2,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,76.36%,100.00%,3,0,6.98%,0.00%,£111.03,£0.00,3,0
B0B9LFLBQR,B0B9LF2R58,Amarena Cherries 1st Qlt Brover 2.75kg,FRU17A - 002,2,0,9,1,11,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,2,0,10,1,12,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,6,4,54.55%,400.00%,£207.84,£138.56,3,1
B0BJFTJYW4,B0B9NHWWDN,"Matthew Walker Festive Catering Classic Christmas Pudding, Vegan Friendly, 100 g (Pack of 36)",CHR04C - 001,18,0,50,2,68,2,0.01%,0.00%,0.02%,0.01%,0.01%,0.01%,28,0,58,4,86,4,0.01%,0.00%,0.02%,0.02%,0.01%,0.01%,97.50%,100.00%,3,0,4.41%,0.00%,£144.27,£0.00,3,0
B0BDG1VJ1F,B0BDG1VJ1F,"Parkers Whitakers Mint Crisps 1kg, Brown/Gold",AFT04B - 003,10,0,9,1,19,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,24,0,10,1,34,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,3,0,15.79%,0.00%,£62.88,£0.00,3,0
B0BG5Q3DLB,B0BG5Q3DLB,Membrillo Quince Paste 800g,MED06C - 001,13,0,15,0,28,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,13,0,16,0,29,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,100.00%,0.00%,4,1,14.29%,0.00%,£63.48,£15.87,3,1
B0BGPMD867,B0BGPMD867,LA ESPAÑOLA - Extra Virgin Olive Oil Made from 100% Spanish Olives. 5 l Bottle,OIL02H - 001 Prime,10,0,15,0,25,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,10,0,18,0,28,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,44.44%,0.00%,3,1,12.00%,0.00%,£101.94,£33.98,3,1
B0BRKZCXTG,B0BRKYHZM2,Macphie Panna Cotta 1000 x 1,MACPHI004 - 002 Prime,5,0,6,1,11,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,6,0,8,2,14,2,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,69.23%,100.00%,4,0,36.36%,0.00%,£44.92,£0.00,3,0
B0BS6SHP4W,B0BS6SHP4W,Lion Mint Sauce 2.27ltr F,LIO08 - 001,23,1,24,0,47,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.00%,24,2,25,0,49,2,0.01%,0.04%,0.01%,0.00%,0.01%,0.01%,95.92%,100.00%,3,0,6.38%,0.00%,£33.99,£0.00,3,0
B0BYPF1XHL,B0BYPF1XHL,"Artisan Toast for Cheese Selection 12 x 100g (4 x 100g Date, Hazlenut & Pumpkins Seeds, 4 x 100g Apricots, Pistachios & Sunflower Seeds, & 4 x 100g Cherries, Almonds & Linseeds)",MILLER001 - 002,6,0,15,0,21,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,6,0,16,0,22,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,95.45%,0.00%,3,0,14.29%,0.00%,£119.86,£0.00,3,0
B0BYPFKLBG,B0BYPFKLBG,"Millers Gluten Free Selection 12 x 100-125g (4 x 100g GF Extra Virgin Olive Oil & Sea Salt Crackers, 4 x 100g GF Cranberry & Raisin Toast & 4 x 125g GF Charcoal Wafers) - Artisan Biscuits",MILLIER0010 - 001,34,1,24,0,58,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.00%,40,1,26,0,66,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.00%,90.32%,100.00%,3,0,5.17%,0.00%,£128.65,£0.00,3,0
B0BYT89VYW,B0BYT89VYW,South Downs Water 24 x 500ML Sparkling - 100% Recyclable Bottles,SOUTHD008 - 001,12,0,11,0,23,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16,0,15,0,31,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,96.30%,0.00%,4,0,17.39%,0.00%,£70.78,£0.00,3,0
B0C521CFV6,B0C521CFV6,Taylors of Harrogate Ceylon Tea 6 x 20 Individually Wrapped Tea Bags,TAYLOR007 - 003,4,0,5,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,7,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,90.91%,0.00%,3,0,33.33%,0.00%,£49.84,£0.00,3,0
B0CB8LM13P,B0CB8LM13P,"Brown Bag Lightly Salted, Cheddar & Onion, Oak Smoked Chilli Crisps 60 x 40g",Bundle - 008,19,2,16,0,35,2,0.01%,0.05%,0.01%,0.00%,0.01%,0.01%,23,4,17,0,40,4,0.01%,0.07%,0.01%,0.00%,0.01%,0.01%,100.00%,0.00%,3,0,8.57%,0.00%,£136.50,£0.00,3,0
B0CCPPX8N1,B0CCPQ9FK2,Whirl Butter Substitute 4ltr,BUT25 - 001,81,2,69,9,150,11,0.02%,0.05%,0.03%,0.06%,0.03%,0.05%,99,2,74,9,173,11,0.02%,0.04%,0.02%,0.04%,0.02%,0.04%,96.32%,100.00%,3,0,2.00%,0.00%,£67.62,£0.00,3,0
B0CHVZRM6Q,B0CHVZRM6Q,Mutti | Triple Conc' Tomato Puree | 5 x 200g (UK),VEG03AA - 002 Prime,53,1,45,0,98,1,0.02%,0.02%,0.02%,0.00%,0.02%,0.00%,65,1,53,0,118,1,0.01%,0.02%,0.02%,0.00%,0.02%,0.00%,4.59%,0.00%,3,0,3.06%,0.00%,£48.39,£0.00,3,0
B0CJQKPVZ8,B0CJQJRLC7,Firefly Still Botanical Drinks in Glass 330ml (Pack of 12) Pomegranate & Elderflower,FIREF002 - 004 Prime,9,0,0,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,0,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,3,0,33.33%,0.00%,£68.82,£0.00,3,0
B0CJQKPVZ8,B0CJQKKX1C,"Firefly Still Botanical Drinks in Glass 330ml (Pack of 12) Lemon, Lime & Ginger",FIREF004 - 005 Prime,3,0,3,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,3,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,3,0,50.00%,0.00%,£68.82,£0.00,3,0
B0CNXWKKDX,B0CNXWKKDX,Chef William Baking Powder 800gm (Pack of 6),NP-19QN-731U,0,0,10,2,10,2,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,0,0,11,2,11,2,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,90.91%,100.00%,13,12,130.00%,600.00%,£360.36,£332.64,3,2
B0CPPVP3HC,B0CPPVP3HC,Belazu Pomegranate Molasses 250ml,MED16D - 001 Prime,3,0,14,1,17,1,0.00%,0.00%,0.01%,0.01%,0.00%,0.00%,3,0,15,1,18,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,77.78%,0.00%,4,2,23.53%,200.00%,£59.87,£31.82,3,1
B0CPQ41L7M,B0CPQ41L7M,Parkers Dried Cranberries 1kg,DRI10A - 001,19,0,30,1,49,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,32,0,35,1,67,1,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,100.00%,0.00%,3,0,6.12%,0.00%,£33.03,£0.00,3,0
