SKU,Title,Sessions,Units,Conversion_%,Revenue_£,AOV_£
ORI300C - 014,( 6 Pack ) KTC Crispy Fried Onions 400g,9.0,1.0,11.11,19.3,19.3
BRE12A - 003 Prime,Biona Sliced Rye Bread 500gm (Pack of 2),9.0,1.0,11.11,10.16,10.16
ING18 - 001,"Special Ingredients Crisp Film Powder 500g Premium Quality - Vegan, Non-GMO, Gluten Free – Recyclable Container",9.0,1.0,11.11,20.32,20.32
DEC08A - 002 Prime,Mona Lisa - Extra Long Dark Chocolate Pencils - Size 20 cm - 900 Grams,9.0,1.0,11.11,47.27,47.27
CLOTHM002 - 002 Prime,Parkers Foodservice Robert Scott - BLUE - Microfibre Cloth - 10 x 40cm x 40cm (3),8.0,1.0,12.5,16.94,16.94
JAM03B - 007 Prime,"Menz & Gasser - Jam Portions (Plastic) (300 x 20gm, Assorted)",8.0,1.0,12.5,38.73,38.73
BAK01 - 006 Prime,Dried Fermipan Yeast 500gm (Pack of 12),8.0,1.0,12.5,45.61,45.61
WOODEN004 - 001 Prime,The Wooden Spoon Company 1.2kg (Three Fruit Chutney),8.0,1.0,12.5,15.37,15.37
NAPKIN105 - 001 Prime,Bulky Soft Blue 2ply Napkin 2000 x 33cm x 33cm / 4 Fold,8.0,1.0,12.5,50.73,50.73
ESS13 - 011 Prime,Nielsen Massey - Pure Almond Extract - 60ml (4),8.0,1.0,12.5,19.25,19.25
BUNDLE100 - 001,Callebaut Chocolate Bundle White 2.5kg and 70.5% Dark 2.5kg,8.0,1.0,12.5,97.38,97.38
MED33C - 002 Prime,Caterers Pride Red Sweet Drop Peppers 800gm - (Pack of 6),8.0,1.0,12.5,39.37,39.37
FLO03B - 001,Heygates Fine Lady Self Raising Flour 1.5kg,8.0,1.0,12.5,5.33,5.33
MONIN20 - 003,"Monin Strawberry Syrup 1ltr Case of 4, Transparent",8.0,1.0,12.5,47.5,47.5
HERITA001 - 001,Triple Lion Italian Seasoning 230g,8.0,1.0,12.5,7.1,7.1
JAM03B - 006 Prime,"Menz & Gasser - Jam Portions (Plastic) (200 x 20gm, Assorted)",8.0,1.0,12.5,28.19,28.19
CAL04 - 022 Prime,Callebaut - W2 White - 28% Callets - 2.5kg (Sold by Parkers Foodservice) (4 Packs),8.0,1.0,12.5,172.15,172.15
SOY06 - 003,Lee Kum Kee Premium Light Soy Sauce – 1.75L Bottle | Naturally Brewed Chinese Soy Sauce for Cooking & Dipping,8.0,1.0,12.5,9.98,9.98
CER06 - 001,Triple Lion Professional Chef's Pearl Barley 3kg,8.0,1.0,12.5,10.41,10.41
ORI04D - 003,"Flying Goose Hoisin Sauce, 730 ml, Pack of 6",7.0,1.0,14.29,30.47,30.47
BEL01 - 002 Prime,Belvoir | Raspberry Lemonade | 12 x 250ml,7.0,1.0,14.29,23.89,23.89
BUT25A,Whirl 4 Litres,7.0,1.0,14.29,22.54,22.54
PACKAG082C - 001,"Ksp partners ltd e-commerce Ice Cream Cups 200ml Disposable Ice Cream Bowls, Paper Dessert Bowls Treat Cups Frozen Yogurt Takeout Food Containers (500, 4oz)",7.0,1.0,14.29,32.99,32.99
MIL06D - 006 Prime,Biona | Coconut Milk Organic | 5 x 400ml,7.0,1.0,14.29,15.94,15.94
PAS12A - 016 Prime,REGGIA - Cannelloni Tubes - 24 x 250gm,7.0,1.0,14.29,35.46,35.46
BRE03BA - 002,Centaur Japanese Style Panko Breadcrumbs 1kg,7.0,1.0,14.29,7.19,7.19
JELLYS003A - 001 Prime,"Parkers James Brown Jelly Crystals 3.5kg (1, Orange)",7.0,1.0,14.29,17.82,17.82
Bundle - 207 Prime,Luxury Tea Selection with Complimentary Presentation Gift Box,7.0,1.0,14.29,49.2,49.2
LIO07 - 009,Lion Horseradish Sauce 2.27ltr (Pack of 2),7.0,1.0,14.29,25.78,25.78
NUT19B - 001,Parkers Foodservice Ground Hazelnuts – 1kg | Finely Milled | 100% Hazelnuts | Gluten-Free | Ideal for Baking & Desserts,7.0,1.0,14.29,19.49,19.49
CAL03 - 012 Prime,"Callebaut - 823-33.6% Milk Chocolate Callets - 2.5kg - (Sold by Parkers Foodservice) (Pack of 4, 2500, gram)",7.0,1.0,14.29,201.86,201.86
CON12A - 002 Prime,Lea & Perrins Worcester Sauce 2ltr x 2,7.0,1.0,14.29,40.23,40.23
ORI83 - 002,Malay Taste Sambal Oelek Paste 185 g (Pack of 6),7.0,1.0,14.29,22.33,22.33
VIN16B - 001 Prime,Capirette Sherry Vinegar 750ml (Pack of 6),7.0,1.0,14.29,32.7,32.7
FRU03A - 002,"Caterers Pride Tinned Fruits (Plum Halves In Syrup 2.6kg, Pack of 6)",7.0,1.0,14.29,40.69,40.69
WRA03 - 001,Deli Supplies 3 x Rolls (1 Boxes of 3) Refill Wrapmaster 3000 Aluminium Foil 90m x 30cm Long Great Value,7.0,1.0,14.29,37.72,37.72
TRU10C - 004,"Belazu Extra Virgin Olive Oil With Black Truffle 250ml - Extra virgin olive oil infused with heady black truffle. It's fantastic simply drizzled over a fried egg, to finish a classic mushroom risotto",7.0,1.0,14.29,20.96,20.96
TOP01,Fudge Pieces 1KG Parkers Foodservice,7.0,1.0,14.29,21.21,21.21
MCD01 - 006 Prime,McDougalls - Scone Mix - 3.5kg (4),7.0,1.0,14.29,56.36,56.36
PAS05D - 001,Lasagne Pasta Sheets 500g Giglio x 2 (Twin Pack),7.0,1.0,14.29,7.16,7.16
BIS02 - 002 Prime,Jacob's Selection 7 Cracker Varieties 4 x 800g,7.0,1.0,14.29,48.69,48.69
LEN01,Triple Lion Red Split Lentils - 1x3kg,7.0,1.0,14.29,11.34,11.34
STU01 - 006 Prime,Paxo Sage & Onion Stuffing Mix 2.5kg (Pack of 4),7.0,1.0,14.29,103.06,103.06
BOU31 - 001,Knorr Beef Bouillon Jelly 800 g,7.0,1.0,14.29,27.04,27.04
MIL06B - 001,Suree Rich & Creamy Coconut Milk 3000ml,7.0,1.0,14.29,13.96,13.96
VIN43A - 002 Prime,Centaur - French Verjus De Perigord - 500ml (6 Bottles),6.0,1.0,16.67,65.97,65.97
BEA17 - 002 Prime,Fontinella - Baked Beans in Tomato Sauce - 800g - (Pack of 6),6.0,1.0,16.67,15.47,15.47
FLO12F - 003 Prime,Wessex Mill Strong Wholemeal Bread Flour 1.5kg,6.0,1.0,16.67,7.41,7.41
CHEFST02A - 001,"OSCAR All Natural Veal Stock 1 L – Gourmet Liquid Stock Base for Sauces, Soups & Cooking",6.0,1.0,16.67,17.32,17.32
STU07 - 002 Prime,Our Earth - Gluten Free Sage & Onion Stuffing - 2kg (1),6.0,1.0,16.67,18.22,18.22
VIN12 - 002,Lefktro Spanish Red Wine Vinegar 5L (Pack of 3),6.0,1.0,16.67,22.63,22.63
CER02H - 010,Merchant Gourmet Polenta 12x500g,6.0,1.0,16.67,26.64,26.64
COR50 - 004 Prime,bottlegreen Elderflower Cordial Soft Drink 500ml Case of 6,6.0,1.0,16.67,32.06,32.06
BOU32,Knorr Professional Chicken Bouillon Jelly 800 g,6.0,1.0,16.67,27.04,27.04
BUT25E,Whirl Vegetable Oil Butter Flavour - 4 x 4LTR,6.0,1.0,16.67,77.77,77.77
ORI81 - 001,Malay Taste Kicap Manis 150ml,6.0,1.0,16.67,5.94,5.94
GLA01 - 010,Essential Cuisine Lobster Glace - 4x600g,6.0,1.0,16.67,123.17,123.17
ORI14A - 001 Prime,"Golden Swan Shaoxing Cooking Condiment, 500ml",6.0,1.0,16.67,10.44,10.44
FENTIM003 - 005,Fentimans - Dandelion & Burdock 275ml Glass Bottle - Pack of 24,6.0,1.0,16.67,38.69,38.69
SOSAGL002 - 002,Sosa Gelbinder,6.0,1.0,16.67,32.74,32.74
PEP04F - 002 Prime,Chef William - Ground White Pepper - 525gm,6.0,1.0,16.67,13.5,13.5
BUT25 - 003 Prime,Whirl Butter Substitute 4ltr (Pack of 3),6.0,1.0,16.67,61.43,61.43
LIO09 - 002 Prime,Lion - PRAWN Cocktail Sauce - 2.27ltr (2),6.0,1.0,16.67,23.27,23.27
GRA19 - 003 Prime,Vegan Bisto GLUTEN FREE Gravy Granules (TUB) 1.8kg (Pack of 2),6.0,1.0,16.67,41.26,41.26
DEC01 - 002 Prime,Parkers - CHOCOLATE mini EGGS - 1kg (Case of 10),6.0,1.0,16.67,151.92,151.92
CLOTHT001 - 002 Prime,Robert Scott Rice Weave Tea Towel 10 x 45cm x 75cm (Pack of 2),5.0,1.0,20.0,23.32,23.32
SPITUR003 - 002 Prime,Chef William Ground Turmeric 500gm,5.0,1.0,20.0,8.17,8.17
CON12 - 002 Prime,Caterers Pride Tomato Ketchup 4.3kg (Pack of 2),5.0,1.0,20.0,20.82,20.82
CAN17 - 003, ,5.0,1.0,20.0,15.69,15.69
Bundle - 193 Prime,"Tate and Lyle - Baker's Bundle - Demerara, Light & Dark Soft Brown Sugar - 3 x 3kg",5.0,1.0,20.0,27.21,27.21
HERBAS01 - 003,"Triple Lion Dried Basil 200g | Aromatic Herb for Cooking, Seasoning & Mediterranean Dishes",5.0,1.0,20.0,7.39,7.39
CHALK01 - 004 Prime,Package of: 4 Markers Liquid Chalk Securit Tip 1 x 2 mm White,5.0,1.0,20.0,16.54,16.54
COLAVI008 - 002,Aromatic Oil with Basil - Colavita,5.0,1.0,20.0,9.51,9.51
TATEDE002 - 007,Tate & Lyle Fairtrade Demerara Sugar 1kg,5.0,1.0,20.0,6.31,6.31
JUS05,Essential Cuisine - Signature Range - Beef Jus 1ltr,5.0,1.0,20.0,17.31,17.31
FLO04B - 008 Prime,Northampton Pride Self Raising Flour 16kg,5.0,1.0,20.0,21.79,21.79
Bundle - 079 Prime,Parkers Tate & Lyle Sugar Bundle - Demerara and White SACHETS - 2 x 2.5kg,5.0,1.0,20.0,19.86,19.86
PAS03 - 002 Prime,Parkers TRIPLE LION - FUSILLI Pasta - 3kg (2),5.0,1.0,20.0,17.46,17.46
GHE04A,Sandwich Gherkins 2.9KG,5.0,1.0,20.0,10.93,10.93
WRA01 - 004 Prime,"Parkers Wrapmaster 3000 Cling Film Refill (Small) 3 x 300 metres (2 Boxes of 3 Rolls), 31C80",5.0,1.0,20.0,50.85,50.85
NUT15E - 006 Prime,Merchant Gourmet - Simply Cooked Chestnuts - 500gm - (Pack of 20),5.0,1.0,20.0,116.16,116.16
WOODEN007 - 001 Prime,The Wooden Spoon Company 1.2kg (Piccalilli),5.0,1.0,20.0,15.37,15.37
Bundle - 013,"OTT Dessert Topping Sauces (OTT Toffee, Strawberry, Chocolate)",5.0,1.0,20.0,12.05,12.05
DRISUL001 - 003 Prime,"Buchanan Dried Fruits (Sultana 3kg, Pack of 1)",5.0,1.0,20.0,17.24,17.24
DRIRAI001 - 003 Prime,"Buchanan Dried Fruits (Raisins 3kg, Pack of 1)",5.0,1.0,20.0,17.44,17.44
DRI05AA - 001 Prime,"Buchanan Dried Fruits (Desiccated Coconut 1kg, Pack of 1)",5.0,1.0,20.0,10.07,10.07
HEI38 - 001,HZ Tom Ketchup Glass 342g x 12 case,5.0,1.0,20.0,40.8,40.8
