SKU,ASIN,Status,Buy Box Price,Lowest Price,Currency,Our Price,Winning,Offers
"FLO16 - 0001 uk shipping",,Success,,6.46,GBP,,No,5
"FLO16 - 006",,Success,,7.49,GBP,,No,7
"FLO16 - 006 uk shipping",,Success,,7.49,GBP,,No,7
"FLO16 - 010",,Success,,8.99,GBP,,No,2
"FLO16 - 011",,Success,8.99,8.78,GBP,,No,4
"FLO16 - 012",,Success,9.99,9.99,GBP,,No,2
"FLO16 - 014",,Success,14.24,14.24,GBP,,No,1
"FLO17B - 001",,Success,6.25,6.25,GBP,6.25,Yes,2
"FLO17B - 001 Prime",,Success,6.25,6.25,GBP,6.25,Yes,2
"FLO17C - 001",,Success,,25.06,GBP,25.06,No,1
"FLO18",,Success,,7.99,GBP,9.08,No,4
"FLO19 - 006",,Success,,19.74,GBP,19.74,No,2
"FLO19 - 008",,Success,,12.88,GBP,14.1,No,3
"FLO19A - 005",,Success,8.49,8.48,GBP,11.28,No,4
"FLO19A - 006 Prime",,Success,13.97,13.97,GBP,14.65,No,4
"FLO19A - 007",,Success,8.92,8.91,GBP,11.26,No,6
"FLO19A - 007 Prime",,Success,8.92,8.91,GBP,11.26,No,6
"FLO19A - 008 Prime",,Success,,16.99,GBP,19.72,No,4
"FLO19B - 002",,Success,,5.69,GBP,8.06,No,7
"FLO19B - 002 Prime",,Success,,5.69,GBP,8.06,No,7
"FLO19B - 006",,Success,,11.93,GBP,15.39,No,3
"FLO19B - 006 Prime",,Success,,11.93,GBP,15.39,No,3
"FLO19B - 009",,Success,,12.37,GBP,15.39,No,5
"FLO19B - 009 Prime",,Success,,12.37,GBP,15.39,No,5
"FLO19C - 001",,Success,,17.35,GBP,20.88,No,12
"FLO19C - 001 Prime",,Success,,17.35,GBP,20.88,No,12
"FLO19C - 003",,Success,,8.4,GBP,11.67,No,8
"FLO19C - 006 Prime",,Success,12.79,13.96,GBP,15.34,No,7
"FLO19C - 007 Prime",,Success,5.99,5.75,GBP,8.57,No,11
"FLO19W",,Success,,14.99,GBP,19.74,No,5
"FLO21 - 001",,Success,8.6,8.6,GBP,8.61,No,2
"FLO23",,Success,9.89,9.89,GBP,9.91,No,2
"FLO31 - 002",,Success,,6.94,GBP,,No,2
"FLO31 - 003",,Success,,23.98,GBP,,No,1
"FLO31 - 009",,Success,8.35,8.35,GBP,,No,2
"FLO31 - 010",,Success,,6.94,GBP,,No,1
"FLO31 - 011",,Success,6.94,6.94,GBP,,No,1
"FLORA004 - 001",,Success,11.43,11.43,GBP,11.43,Yes,1
"FOL09 - 002 Prime",,Success,18.6,18.6,GBP,20.86,No,4
"FOL10 - 001 Prime",,Success,18.6,18.6,GBP,20.86,No,4
"FOL11 - 001",,Success,19.71,18.6,GBP,19.71,Yes,5
"FOL11 - 001 Prime",,Success,19.71,18.6,GBP,19.71,Yes,5
"FOL11 - 002",,Success,19.71,19.71,GBP,19.71,Yes,1
"FOL11 - 003",,Success,20.31,20.31,GBP,20.31,Yes,3
"FOO30 - 001",,Success,,15.52,GBP,15.52,No,2
"FOO31 - 001",,Success,16.19,16.19,GBP,16.19,Yes,1
"FOO31 - 002",,Success,,1.6,GBP,,No,2
"FOO32 - 002",,Success,,,,,No,0
"FOO32 - 003",,Success,,,,,No,0
"FOO33 - 001",,Success,,16.19,GBP,16.19,No,1
"FOO33 - 002",,Success,,,,,No,0
"FOO34 - 001",,Success,,,,,No,0
"FOO34 - 002",,Success,,,,,No,0
"FRB32CA - 001",,Success,9.99,9.99,GBP,11.37,No,2
"FRB32CA - 002",,Success,,14.28,GBP,14.28,No,2
"FRB32CA - 003",,Success,,15.46,GBP,15.46,No,3
"FRB32CA - 004",,Success,,8.48,GBP,8.48,No,1
"FRB32CA - 005",,Success,14.28,14.28,GBP,14.28,Yes,2
"FRP10 - 001",,Success,9.36,9.36,GBP,9.36,Yes,1
"FRP10 - 003",,Success,16.26,16.26,GBP,16.26,Yes,1
"FRU01 - 006",,Success,10.72,10.72,GBP,10.72,Yes,1
"FRU02A - 001",,Success,11.02,11.02,GBP,11.02,Yes,1
"FRU02B - 001",,Success,6.41,6.41,GBP,6.41,Yes,1
"FRU02B - 002",,Success,14.38,14.38,GBP,14.38,Yes,1
"FRU03A - 001",,Success,11.94,11.94,GBP,11.94,Yes,1
"FRU05A - 001",,Success,11.8,11.8,GBP,11.8,Yes,1
"FRU07A - 001",,Success,12.25,12.25,GBP,12.25,Yes,1
"FRU07B - 001 Prime",,Success,7.27,7.27,GBP,7.27,Yes,1
"FRU09A - 001",,Success,11.65,11.65,GBP,11.65,Yes,1
"FRU09C - 001",,Success,,,,,No,0
"FRU09C - 002",,Success,,,,,No,0
"FRU09D - 001",,Success,8.12,8.12,GBP,8.12,Yes,1
"FRU10B - 001 Prime",,Success,11.57,11.57,GBP,12.24,No,2
"FRU10E - 002",,Success,,,,,No,0
"FRU12A - 001 Prime",,Success,12.38,12.38,GBP,12.38,Yes,1
"FRU12B - 001",,Success,,,,,No,0
"FRU12B - 002",,Success,,,,,No,0
"FRU14E - 001 Prime",,Success,8.06,8.06,GBP,8.06,Yes,1
"FRU14E - 002",,Success,20.57,20.57,GBP,20.57,Yes,1
"FRU15B - 002",,Success,,,,,No,0
"FRU16A - 001 Prime",,Success,,7.25,GBP,7.25,No,1
"FRU17 - 001 Prime",,Success,,,,,No,0
"FRU18F - 001 Prime",,Success,11,11,GBP,11,Yes,1
"FRU18G - 001",,Success,18,18,GBP,20.3,No,3
"FRU19",,Success,7,7,GBP,7,Yes,1
"FRU19A",,Success,7.24,7.24,GBP,7.24,Yes,1
"FRU31A - 001",,Success,11.49,11.49,GBP,17.77,No,5
"FRU40 - 001 Prime",,Success,7.43,7.43,GBP,7.43,Yes,1
"FRU40 - 002 Prime",,Success,9.44,9.44,GBP,9.44,Yes,1
"FRU40 - 003",,Success,17.4,17.4,GBP,17.4,Yes,1
"FRU41D - 001",,Success,,,,,No,0
"FRU41D - 001 Prime",,Success,,,,,No,0
"FRU41D - 002",,Success,,,,,No,0
"FRU41D - 002 Prime",,Success,,,,,No,0
"FRU41D - 003",,Success,,,,,No,0
"FRU42 - 002",,Success,,8.01,GBP,8.01,No,1
"FRU44 - 001",,Success,5.79,7.62,GBP,7.86,No,16
"FRU44 - 001 Prime",,Success,5.79,7.62,GBP,7.86,No,16
"FRU44 - 003",,Success,6.99,6.99,GBP,11.04,No,7
"FRU44 - 003 Prime",,Success,6.99,6.99,GBP,11.04,No,7
"FRU44 - 007 Prime",,Success,8.66,8.66,GBP,14.74,No,3
"FRU60B - 003 Prime",,Success,19.91,19.91,GBP,19.91,Yes,1
"FRU60B - 004",,Success,,5.19,GBP,,No,1
"GAR01AA - 001 Prime",,Success,10.32,10.32,GBP,10.32,Yes,1
"GAR02A - 001",,Success,13.01,13.01,GBP,13.01,Yes,2
"GAR06F - 001 Prime",,Success,9.77,9.77,GBP,9.77,Yes,1
"GAR09B - 001",,Success,12.53,12.53,GBP,12.53,Yes,1
"GAR10A - 001",,Success,10.22,10.22,GBP,10.22,Yes,1
"GHE01C",,Success,14.92,14.92,GBP,14.92,Yes,1
"GHE04A",,Success,12.63,12.63,GBP,12.63,Yes,1
"GHE05A - 002",,Success,,4.95,GBP,8.03,No,8
"GHE05A - 003",,Success,20.38,18.99,GBP,20.38,Yes,3
"GHE05A - 004",,Success,9.5,9.5,GBP,10.71,No,11
"GHE06 - 002 Prime",,Success,11.85,11.85,GBP,11.85,Yes,1
"GIN01B - 001 Prime",,Success,17.07,17.07,GBP,17.33,No,2
"GIN02 - 001",,Success,5.98,5.98,GBP,14.89,No,3
"GIN02 - 002",,Success,2.98,2.98,GBP,,No,3
"GIN03 - 001",,Success,8.45,8.4,GBP,10.58,No,9
"GIN05 - 002",,Success,9.12,9.12,GBP,16.84,No,3
"GIN05 - 002 Prime",,Success,9.12,9.12,GBP,16.84,No,3
"GLO08A - 001 Prime",,Success,7.69,7.69,GBP,7.69,Yes,1
"GLO08A - 003 Prime",,Success,4.39,4.39,GBP,7.69,No,8
"GLO09A - 001 Prime",,Success,7.69,7.69,GBP,7.69,Yes,1
"GLO09A - 003 Prime",,Success,5.99,5.99,GBP,7.69,No,4
"GLO15A - 001 Prime",,Success,7.69,7.69,GBP,7.69,Yes,1
"GLO16A - 001 Prime",,Success,7.69,7.69,GBP,7.69,Yes,1
"GLO16A - 003 Prime",,Success,6.99,6.99,GBP,7.69,No,5
"GLO21A - 001 Prime",,Success,,,,,No,0
"GLO21A - 003 Prime",,Success,8.49,8.49,GBP,8.99,No,3
"GLO22A - 001 Prime",,Success,8.99,8.99,GBP,8.99,Yes,1
"GLO22A - 003 Prime",,Success,6.49,6.99,GBP,8.99,No,7
"GLOVEY001 - 001 Prime",,Success,11.38,11.38,GBP,11.38,Yes,1
"GLOVEY002 - 001",,Success,10.71,10.71,GBP,10.71,Yes,1
"GRA01 - 001",,Success,15.99,20.56,GBP,19.03,No,12
"GRA01 - 001 uk shipping",,Success,15.99,20.56,GBP,19.03,No,12
"GRA02",,Success,20.52,20.52,GBP,20.52,Yes,2
"GRA02 - 005",,Success,19.98,19.8,GBP,19.8,No,3
"GRA02 Prime",,Success,20.52,20.52,GBP,20.52,Yes,2
"GRA02B",,Success,17.99,18.12,GBP,19.87,No,9
"GRA02B uk shipping",,Success,17.99,18.12,GBP,19.87,No,9
"GRA05 - 001 Prime",,Success,19.05,19.05,GBP,19.55,No,2
"GRA05 - 004",,Success,19.05,18.65,GBP,18.97,No,12
"GRA05 - 004 Prime",,Success,19.05,18.65,GBP,18.97,No,12
"GRA12A - 005 Prime",,Success,12.74,12.99,GBP,15.15,No,5
"GRE03C - 001 One Day",,Success,7.93,7.93,GBP,,No,1
"GRE03D - 001 One day",,Success,,,,,No,0
"GRE05 - 002",,Success,9.49,9.49,GBP,9.49,Yes,1
"HEI01",,Success,17.75,17.33,GBP,17.33,No,8
"HEI01 - 006",,Success,17.75,17.33,GBP,17.33,No,8
"HEI03A - 001",,Success,15.22,15.22,GBP,15.22,Yes,1
"HEI03A - 002",,Success,15.22,15.22,GBP,15.22,Yes,2
"HEI04 - 001",,Success,18.36,17.9,GBP,20.36,No,13
"HEI04 - 001 uk shipping",,Success,18.36,17.9,GBP,20.36,No,13
"HEI30A - 001 Prime",,Success,,,,,No,0
"HEI32A - 001",,Success,15.85,15.84,GBP,,No,4
"HEI32A - 001 Prime",,Success,15.85,15.84,GBP,,No,4
"HEI44 - 001",,Success,11.64,10.95,GBP,10.95,No,6
"HEI44 - 001 - Prime",,Success,11.64,10.95,GBP,10.95,No,6
"HER51A - 001 Prime",,Success,12.24,12.24,GBP,12.24,Yes,1
"HERBAS02 - 001",,Success,3.22,3.22,GBP,6.78,No,4
"HERBAY02 - 001",,Success,7.31,7.31,GBP,7.31,Yes,1
"HERCHI003 - 001",,Success,,,,,No,0
"HERDIL01A - 001 Prime",,Success,11.45,11.45,GBP,11.45,Yes,1
"HERITA001 - 001",,Success,8.17,8.17,GBP,8.17,Yes,1
"HERMAR01 - 001 Prime",,Success,7.36,7.36,GBP,7.36,Yes,1
"HERMAR01 - 002",,Success,,,,,No,0
"HERMIN001 - 001 Prime",,Success,8.32,8.32,GBP,8.32,Yes,1
"HERMIN002 - 002 Prime",,Success,,7.5,GBP,7.5,No,1
"HERMIN002 - 003 Prime",,Success,,,,,No,0
"HERMIX001 - 001 prime",,Success,8.08,8.08,GBP,8.08,Yes,1
"HERMIX001 - 002 prime",,Success,,,,,No,0
"HERORE001 - 001",,Success,7.54,7.54,GBP,7.54,Yes,1
"HERORE001 - 002 Prime",,Success,8.21,8.21,GBP,8.21,Yes,1
"HERPAR01 - 001",,Success,,,,,No,0
"HERPAR01 - 002 Prime",,Success,,,,,No,0
"HERROS02 - 001",,Success,18.07,18.07,GBP,18.07,Yes,1
"HERSAG002 - 002 Prime",,Success,19.41,19.41,GBP,19.41,Yes,1
"HERSAG002 - 003 Prime",,Success,7.82,7.82,GBP,7.82,Yes,1
"HERTAR002 - 001 Prime",,Success,11.06,11.06,GBP,11.06,Yes,1
"HERTHY001 - 001 Prime",,Success,,,,,No,0
"HERTHY001 - 003 Prime",,Success,,,,,No,0
"HERZAH01 - 001",,Success,10.16,10.16,GBP,10.16,Yes,1
"HON04D - 001",,Success,6.74,6.74,GBP,6.74,Yes,2
"HON04D - 001 Prime",,Success,6.74,6.74,GBP,6.74,Yes,2
"HON04D - 002",,Success,8.72,8.72,GBP,8.72,Yes,2
"HON04D - 002 Prime",,Success,8.72,8.72,GBP,8.72,Yes,2
"HON04D - 003",,Success,13.31,13.31,GBP,13.31,Yes,2
"HON04D - 003 Prime",,Success,13.31,13.31,GBP,13.31,Yes,2
"HON04D - 004",,Success,17.25,17.25,GBP,17.25,Yes,2
"HON04D - 004 Prime",,Success,17.25,17.25,GBP,17.25,Yes,2
"HON07 - 001",,Success,9.4,9.4,GBP,,No,6
"HON07 - 001 Prime",,Success,9.4,9.4,GBP,,No,6
"HON07A - 001 Prime",,Success,,,,,No,0
"HON07A - 004",,Success,,,,,No,0
"HON07A - 004 Prime",,Success,,,,,No,0
"HON27C - 001",,Success,18.89,18.89,GBP,19.94,No,4
"HON27C - 001 Prime",,Success,18.89,18.89,GBP,19.94,No,4
"HON27C - 002",,Success,19.96,19.96,GBP,19.96,Yes,4
"HON27C - 002 Prime",,Success,19.96,19.96,GBP,19.96,Yes,4
"HON30A - 001",,Success,11.86,11.86,GBP,11.86,Yes,1
"HOT04A - 001",,Success,,9.45,GBP,10.05,No,4
"HOT04A - 002",,Success,,9.99,GBP,10.05,No,7
"HOT04A - 005",,Success,4,4,GBP,10.05,No,6
"HOT04A - 008",,Success,,9.97,GBP,10.05,No,10
"HOT04A - 009",,Success,,9.97,GBP,10.05,No,10
"HOT04A - 011",,Success,,15.32,GBP,15.34,No,9
"HOT04B - 002",,Success,17.79,17.79,GBP,17.79,Yes,2
"HOT04B - 002 One Day",,Success,17.79,17.79,GBP,17.79,Yes,2
"HOT04B - 013",,Success,13.49,13.99,GBP,17.79,No,5
"HOT04B - 014",,Success,17.79,17.79,GBP,17.79,Yes,1
"HOT04E",,Success,,9.97,GBP,10.05,No,10
"HOT05B - 001",,Success,15.07,14.7,GBP,19.62,No,7
"HOT08 - 001 Prime",,Success,14.95,14.99,GBP,19.1,No,5
"HOT08 - 002 Prime",,Success,19.1,19.1,GBP,19.1,Yes,1
"HOT09 - 001",,Success,6.99,6.99,GBP,16.2,No,23
"HOT09A - 003",,Success,,9.95,GBP,9.95,No,1
"ING02 - 001",,Success,14.95,14.95,GBP,,No,2
"ING03 - 001",,Success,8.95,8.95,GBP,11.8,No,4
"ING17 - 001",,Success,9.95,9.95,GBP,12.24,No,4
"ING19 - 001",,Success,8.95,8.95,GBP,15.62,No,6
"ITA21 - 001 One Day",,Success,,,,,No,0
"JAM03B - 001",,Success,16.44,16.44,GBP,16.44,Yes,2
"JAM03B - 001 Prime",,Success,16.44,16.44,GBP,16.44,Yes,2
"JAM03B - 005 Prime",,Success,17.02,17.02,GBP,17.02,Yes,1
"JAM03B - 009",,Success,15.99,17.12,GBP,15.72,No,7
"JAM03B - 009 Prime",,Success,15.99,17.12,GBP,15.72,No,7
"JAM03C - 001",,Success,15.33,15.33,GBP,15.33,Yes,1
"JAM03C - 002 Prime",,Success,16.62,16.62,GBP,16.62,Yes,1
"JAM03C - 006",,Success,15.49,15.49,GBP,15.33,No,4
"JELLYS004A - 001",,Success,17.69,17.69,GBP,,No,1
"JUI01 - 001",,Success,22.92,22.92,GBP,22.31,No,3
"JUI01 - 001 uk shipping",,Success,22.92,22.92,GBP,22.31,No,3
"JUI01 - 002",,Success,7.95,7.95,GBP,7.95,No,2
"JUI01C - 004 One Day",,Success,7.95,7.95,GBP,7.95,No,2
"JUI02D - 001",,Success,9.03,9.99,GBP,9.03,Yes,2
"JUI18A - 001",,Success,9.09,9.08,GBP,,No,4
"JUI18A - 001 Prime",,Success,9.09,9.08,GBP,,No,4
"JUI18A - 004 Prime",,Success,,,,,No,0
"JUI18A - 005 Prime",,Success,,,,,No,0
"JUI18A - 006 Prime",,Success,,,,,No,0
"JUS05",,Success,18.46,18.46,GBP,18.46,Yes,1
"JUS05 - 006 Prime",,Success,19.11,19.11,GBP,19.11,Yes,1
"JUS05C",,Success,15.99,15.99,GBP,18.46,No,5
"JUS06",,Success,17.95,17.95,GBP,17.95,Yes,1
"JUS06 - 001 Prime",,Success,19.27,19.27,GBP,19.27,Yes,1
"JUS06 - 003 Prime",,Success,18.62,18.62,GBP,18.62,Yes,1
"KEB04 - 001",,Success,9.77,9.77,GBP,9.77,Yes,1
"KEL01A - 001",,Success,,7.95,GBP,8.49,No,8
"KEL02A - 001",,Success,,8.09,GBP,10.37,No,2
"KEL03A - 002",,Success,,6.99,GBP,,No,1
"KY-B3GZ-JQ9Y",,Success,18.18,18.18,GBP,18.18,Yes,7
"L3-27D8-E653",,Success,,,,,No,0
"LAB06 - 001",,Success,12.12,12.12,GBP,19.8,No,4
"LABEL01 - 001",,Success,8.99,8.99,GBP,11.12,No,3
"LABEL01 - 001 Prime",,Success,8.99,8.99,GBP,11.12,No,3
"LABEL01A - 001 Prime",,Success,22.61,22.61,GBP,22.61,Yes,1
"LABEL02 - 001 Prime",,Success,7.37,7.37,GBP,7.37,Yes,1
"LABEL03 - 001 Prime",,Success,7.37,7.37,GBP,7.37,Yes,1
"LABEL04 - 001 Prime",,Success,7.37,7.37,GBP,7.37,Yes,1
"LABEL05 - 001 Prime",,Success,7.37,7.37,GBP,7.37,Yes,1
"LABEL06 - 001 Prime",,Success,7.37,7.37,GBP,7.37,Yes,1
"LABEL07 - 001 Prime",,Success,7.37,7.37,GBP,7.37,Yes,1
"LABEL08 - 001 Prime",,Success,7.37,7.37,GBP,7.37,Yes,1
"LAUMO001 - 001 One",,Success,,,,,No,0
"LAUMO002 - 001 Prime",,Success,13.55,13.55,GBP,13.55,Yes,1
"LAUMO005 - 003",,Success,18.98,18.98,GBP,18.98,Yes,1
"LAUMO014 - 001",,Success,,,,,No,0
"LAUMO014 - 001 Prime",,Success,,,,,No,0
"LAUMO015 - 001 Prime",,Success,11.97,11.97,GBP,11.97,Yes,1
"LAUMO016 - 001",,Success,13.66,13.66,GBP,13.66,Yes,1
"LAUMO017 - 001",,Success,15.95,15.95,GBP,15.95,Yes,1
"LAV03 - 001",,Success,,9.49,GBP,13.44,No,3
"LAV03 - 001 Prime",,Success,,9.49,GBP,13.44,No,3
"LAV03 - 003 Prime",,Success,,8.89,GBP,,No,6
"Lefktro Vinegar Bundle 001",,Success,,,,,No,0
"LEN01",,Success,12.72,12.72,GBP,12.76,No,3
"LEN01 Prime",,Success,12.72,12.72,GBP,12.76,No,3
"LEN02 - 001",,Success,17.35,17.35,GBP,17.5,No,2
"LEN03 - 001 Prime",,Success,,,,,No,0
"LEN03 - 002 Prime",,Success,,,,,No,0
"LEN03 - 003 Prime",,Success,,,,,No,0
"LIO01 - 001",,Success,16.27,16.27,GBP,16.27,Yes,3
"LIO01 - 001 Prime",,Success,16.27,16.27,GBP,16.27,Yes,3
"LIO02 - 001",,Success,13.99,13.99,GBP,13.99,Yes,2
"LIO02 - 001 Prime",,Success,13.99,13.99,GBP,13.99,Yes,2
"LIO03 - 001",,Success,14.9,14.9,GBP,14.9,Yes,1
"LIO05",,Success,13.33,13.33,GBP,13.33,Yes,4
"LIO05 - 002",,Success,21.23,21.23,GBP,21.6,No,6
"LIO05A - 001 Prime",,Success,8.99,8.99,GBP,9.66,No,3
"LIO05B - 002",,Success,9.75,9.75,GBP,10.93,No,5
"LIO05B - 002 Price",,Success,9.75,9.75,GBP,10.93,No,5
"LIO05C - 002",,Success,9.99,9.99,GBP,11.05,No,6
"LIO05C - 002 Prime",,Success,9.99,9.99,GBP,11.05,No,6
"LIO06 - 001",,Success,9.41,9.41,GBP,9.41,Yes,2
"LIO06 - 001 Prime",,Success,9.41,9.41,GBP,9.41,Yes,2
"LIO07 - 001",,Success,15.48,15.48,GBP,15.48,Yes,2
"LIO07 - 001 Prime",,Success,15.48,15.48,GBP,15.48,Yes,2
"LIO08 - 001",,Success,12.46,12.46,GBP,12.46,Yes,1
"LIO08 - 002",,Success,19.29,19.29,GBP,19.29,Yes,1
"LIO08 - 003",,Success,12.46,12.46,GBP,12.46,Yes,1
"LIO08 - 004",,Success,21.24,21.24,GBP,21.24,Yes,1
"LIO09 - 001 Prime",,Success,,,,,No,0
"LIO09 - 003",,Success,,,,,No,0
"LIO09 - 003 Prime",,Success,,,,,No,0
"LIO10 - 001",,Success,14.93,14.93,GBP,14.93,Yes,1
"LIO10 - 002",,Success,14.93,14.93,GBP,14.93,Yes,1
"LIO11 - 001",,Success,15.31,15.31,GBP,15.31,Yes,1
"LIO12 - 001",,Success,14.71,14.71,GBP,14.71,Yes,3
"LIO12 - 001 Prime",,Success,14.71,14.71,GBP,14.71,Yes,3
"LIO12C - 001",,Success,12.69,12.69,GBP,13.12,No,17
"LIO12C - 001 Prime",,Success,12.69,12.69,GBP,13.12,No,17
"LIO12C - 002",,Success,21.14,20.94,GBP,,No,5
"LIO15 - 001",,Success,15.11,15.11,GBP,15.11,Yes,2
"LIO15 - 001 Prime",,Success,15.11,15.11,GBP,15.11,Yes,2
"LIQ00 - 004",,Success,11.49,11.49,GBP,20.21,No,7
"LIQ00 - 005",,Success,,13.5,GBP,20.21,No,11
"LIQ02D - 001",,Success,,21.28,GBP,21.28,No,4
"LIQ17B - 001",,Success,21.55,21.55,GBP,21.55,Yes,1
"LIQ17B - 002",,Success,21.55,21.55,GBP,21.55,Yes,3
"LIQ33AA - 003",,Success,,22.04,GBP,22.04,No,1
"LIQ33AA - 005",,Success,21.42,21.42,GBP,22.04,No,3
"LIQ33AA - 008",,Success,12.95,12.95,GBP,22.04,No,9
"LIQ38 - 001",,Success,13.5,13.5,GBP,21.28,No,8
"LIQ38 - 003",,Success,,21.28,GBP,21.28,No,4
"LIQ81 - 002",,Success,,22.54,GBP,,No,5
"MAC00 - 001",,Success,5.4,5.39,GBP,7.51,No,10
"MAC00 - 001 Prime",,Success,5.4,5.39,GBP,7.51,No,10
"MAC02A",,Success,7.7,7.89,GBP,7.49,No,5
"MAC02A Prime",,Success,7.7,7.89,GBP,7.49,No,5
"MAC03A - 001",,Success,8.5,8.51,GBP,7.84,No,4
"MAC03A - 001 Prime",,Success,8.5,8.51,GBP,7.84,No,4
"MACPHI001",,Success,8.4,8.4,GBP,11.33,No,6
"MACPHI001 Prime",,Success,8.4,8.4,GBP,11.33,No,6
"MACPHI003 - 003",,Success,,,,,No,0
"MACPHI003 - 003 One",,Success,,,,,No,0
"MACPHI004 - 001",,Success,8.85,8.85,GBP,11.81,No,8
"MACPHI004 - 001 Prime",,Success,8.85,8.85,GBP,11.81,No,8
"MACPHI004 - 004",,Success,11.81,11.81,GBP,11.81,Yes,2
"MACPHI004 - 004 Prime",,Success,11.81,11.81,GBP,11.81,Yes,2
"MACPHI004 - 006",,Success,11.81,11.81,GBP,11.81,Yes,2
"MACPHI004 - 006 Prime",,Success,11.81,11.81,GBP,11.81,Yes,2
"MACPHI004 - 012",,Success,11.69,11.69,GBP,11.81,No,3
"MACPHI004 - 012 Prime",,Success,11.69,11.69,GBP,11.81,No,3
"MACPHI006",,Success,11.08,11.08,GBP,11.08,Yes,2
"MACPHI006 - 001",,Success,11.08,11.08,GBP,11.08,Yes,3
"MACPHI006 - 001 Prime",,Success,11.08,11.08,GBP,11.08,Yes,3
"MACPHI006 - 009 Prime",,Success,18.78,18.6,GBP,18.6,No,2
"MACPHI006 Prime",,Success,11.08,11.08,GBP,11.08,Yes,2
"MACPHI006 x 1",,Success,8.45,8.99,GBP,11.08,No,11
"MACPHI006 x 1 Prime",,Success,8.45,8.99,GBP,11.08,No,11
"MACPHI007 - 003",,Success,10.89,10.89,GBP,10.89,Yes,2
"MACPHI007 - 003 Prime",,Success,10.89,10.89,GBP,10.89,Yes,2
"MACPHI007A",,Success,10.89,10.89,GBP,10.89,Yes,2
"MACPHI007A Prime",,Success,10.89,10.89,GBP,10.89,Yes,2
"MACPHI008 - 001",,Success,6,6,GBP,9.68,No,6
"MACPHI008 - 001 Prime",,Success,6,6,GBP,9.68,No,6
"MACPHI009 - 001 Prime",,Success,10.29,9.99,GBP,11.76,No,3
"mae ploy bundle - 001",,Success,8.39,8.49,GBP,9.56,No,3
"Mae Ploy Bundle - 002 Prime",,Success,6.2,6.75,GBP,10.23,No,12
"Mae Ploy Bundle - 003",,Success,14.12,14.86,GBP,15.03,No,8
"Mae Ploy Bundle - 003 Prime",,Success,14.12,14.86,GBP,15.03,No,8
"MAY04 - 001",,Success,18.66,18.66,GBP,18.66,Yes,1
"MAY04A - 001 Prime",,Success,19.24,19.24,GBP,19.24,Yes,1
"MAY07A - 002",,Success,,16.74,GBP,19.91,No,4
"MAY15 - 001",,Success,,,,,No,0
"MAY18 - 001",,Success,16.76,16.76,GBP,16.76,Yes,1
"MAY21 - 001",,Success,9.3,9.3,GBP,10.44,No,4
"MAY22 - 001",,Success,,9.83,GBP,9.83,No,2
"MAY22 - 003",,Success,13.58,13.58,GBP,13.58,Yes,1
"MAY22 - 004",,Success,13.58,13.58,GBP,13.58,Yes,1
"MAY22 - 005",,Success,13.7,13.7,GBP,13.7,Yes,1
"MAY25A - 004",,Success,14.98,14.98,GBP,16.15,No,5
"MAY25A - 004 Prime",,Success,14.98,14.98,GBP,16.15,No,5
"MAY25A - 008",,Success,6.79,6.79,GBP,10.5,No,8
"MAY25A - 009",,Success,12.96,12.96,GBP,16.15,No,8
"MAY25A - 009 Prime",,Success,12.96,12.96,GBP,16.15,No,8
"MAY25A - 010",,Success,8.56,8.56,GBP,10.5,No,4
"MAY26B - 001",,Success,8.35,8.49,GBP,8.85,No,6
"MAY26B - 001 uk shipping",,Success,8.35,8.49,GBP,8.85,No,6
"MAY31 - 002",,Success,13.48,13.48,GBP,13.48,Yes,1
"MAY31 - 003 Prime",,Success,14.05,14.05,GBP,14.05,Yes,1
"MAY31 - 004",,Success,23.26,23.26,GBP,23.26,Yes,1
"MCD01 - 004 Prime",,Success,,,,,No,0
"MCD05",,Success,17.18,17.18,GBP,17.19,No,3
"MCD05 - 003",,Success,17.18,17.18,GBP,17.19,No,3
"MCD05 - 004",,Success,17.19,17.19,GBP,17.19,Yes,2
"MCV00A - 001 Prime",,Success,11.68,11.68,GBP,20.72,No,12
"MCV00A - 002",,Success,8.1,8.1,GBP,8.1,Yes,2
"MCV00A - 003",,Success,,15.14,GBP,15.24,No,8
"MCV00A - 004",,Success,15.24,15.24,GBP,15.24,Yes,1
"MCV00A - 005",,Success,15.24,15.24,GBP,15.24,Yes,1
"MCV00A - 006",,Success,11.3,11.3,GBP,11.3,Yes,2
"MCV00A - 007",,Success,15.24,15.14,GBP,15.24,Yes,3
"MCV00A - 010",,Success,,9.99,GBP,11.3,No,2
"MCV00A - 011",,Success,11.3,11.3,GBP,11.3,Yes,1
"MCV00A - 012",,Success,11.32,11.32,GBP,11.32,Yes,1
"MCV00A - 013",,Success,17.84,17.84,GBP,17.84,Yes,1
"MCV00A - 016",,Success,17.84,17.84,GBP,17.84,Yes,1
"MCV05 - 002",,Success,11.28,11.28,GBP,13.7,No,6
"MCV06 - 001",,Success,15.99,15.99,GBP,,No,1
"MCV07 - 001",,Success,17.99,17.99,GBP,,No,1
"MCV07 - 002",,Success,12.98,12.34,GBP,,No,2
"MCV07 - 005",,Success,12.99,12.99,GBP,,No,1
"MEA03A - 003 Prime",,Success,9.11,9.11,GBP,9.11,Yes,1
"MEA03C - 001 Prime",,Success,,,,,No,0
"MED03A - 001 Prime",,Success,14.15,14.15,GBP,14.15,Yes,1
