SKU,ASIN,Status,Buy Box Price,Lowest Price,Currency,Our Price,Winning,Offers
"SWE21 - 001 Prime",,Success,20.24,19.95,GBP,20.24,Yes,4
"SWE41A - 003 Prime",,Success,9.56,9.56,GBP,9.56,Yes,1
"SWE60 - 001 Prime",,Success,10,10,GBP,19.29,No,9
"SWE61 - 001 Prime",,Success,,18.99,GBP,18.99,No,6
"SWE62 - 001",,Success,,14.69,GBP,20.42,No,10
"SWE62 - 003",,Success,16.99,16.85,GBP,20.42,No,3
"SWE62 - 005 Prime",,Success,18.8,18.8,GBP,21.09,No,4
"SYR05C - 001 Prime",,Success,,,,,No,0
"SYR06 - 001",,Success,7.89,7.89,GBP,7.89,Yes,1
"SYR08 - 001",,Success,,,,,No,0
"SYR99 - 001",,Success,6.7,6.7,GBP,10.82,No,15
"SYR99 - 002",,Success,7.2,7.2,GBP,10.82,No,12
"SYR99 - 003",,Success,7.49,7.49,GBP,10.82,No,7
"TAR10B - 010 Prime",,Success,20.99,20.99,GBP,20.99,Yes,1
"TATECA001 - 004",,Success,,8.13,GBP,8.9,No,4
"TATECA001 - 008",,Success,,8.79,GBP,8.9,No,3
"TATECA001 - 010 Prime",,Success,8.83,8.83,GBP,8.83,Yes,4
"TATECA003 - 004",,Success,,7.82,GBP,7.82,No,2
"TATECA003 - 006",,Success,,7.48,GBP,7.82,No,3
"TATECU001 - 001",,Success,,7.42,GBP,9.35,No,9
"TATECU001 - 002",,Success,19.83,19.53,GBP,21.51,No,6
"TATECU001 - 003",,Success,6.19,6.16,GBP,9.35,No,9
"TATECU001 - 007",,Success,6.14,6.14,GBP,9.35,No,12
"TATECU002 - 001",,Success,5.79,5.79,GBP,8.55,No,17
"TATECU002 - 002",,Success,20.42,20.42,GBP,20.73,No,3
"TATECU002 - 003",,Success,5.79,5.79,GBP,8.55,No,17
"TATEDE001 - 004",,Success,7.68,7.68,GBP,12.45,No,17
"TATEDE001 - 005",,Success,7.59,7.59,GBP,12.45,No,16
"TATEDE001 - 009",,Success,7.68,7.68,GBP,12.45,No,17
"TATEDE001 - 011",,Success,11.88,11.88,GBP,11.88,Yes,2
"TATEDE001 - 012 Prime",,Success,12.45,12.45,GBP,12.45,Yes,1
"TATEDE001 - 013 Prime",,Success,18.09,18.09,GBP,18.09,Yes,1
"TATEDE002 - 001",,Success,,6.98,GBP,7.19,No,4
"TATEDE002 - 002",,Success,,7.18,GBP,7.19,No,2
"TATEGR003 - 004",,Success,,4.24,GBP,6.8,No,15
"TATEJA001 - 001",,Success,,7.4,GBP,,No,2
"TATEJA001 - 003",,Success,,19.51,GBP,,No,4
"TATEJA001 - 004",,Success,,7.89,GBP,7.89,No,2
"TATEMU001A - 001",,Success,6.84,6.84,GBP,6.84,Yes,1
"TATEMU002B - 001",,Success,6.84,6.84,GBP,6.84,Yes,1
"TATESA000A - 001 Prime",,Success,,,,,No,0
"TATESA000A - 002 Prime",,Success,,,,,No,0
"TATESA000A - 003 Prime",,Success,9.98,9.98,GBP,,No,8
"TATESA002 - 001",,Success,7.9,9.28,GBP,12.54,No,13
"TATESA002 - 007 Prime",,Success,12.54,12.54,GBP,12.54,Yes,1
"TATESA002 - 008 Prime",,Success,20.57,20.57,GBP,20.57,Yes,1
"TATESA002 - 011",,Success,9.99,9.99,GBP,11.96,No,8
"TATESA003 - 001",,Success,8.8,11.59,GBP,12.99,No,14
"TATESA003 - 002",,Success,25.97,21.42,GBP,21.42,No,3
"TATESA003 - 002 Prime",,Success,25.97,21.42,GBP,21.42,No,3
"TATESA003 - 008 Prime",,Success,9.98,9.48,GBP,12.99,No,10
"TATESA004 - 001",,Success,8.54,10.82,GBP,12.54,No,20
"TATESA004 - 002",,Success,7.94,8.97,GBP,12.54,No,18
"TATESA004 - 003 Prime",,Success,12.54,12.54,GBP,12.54,Yes,1
"TATESA004 - 004 Prime",,Success,20.57,20.57,GBP,20.57,Yes,1
"TATESA005 - 001",,Success,8.48,8.48,GBP,,No,16
"TATESA005 - 005",,Success,8.48,8.48,GBP,,No,16
"TATESA005 - 006 Prime",,Success,9.28,9.28,GBP,,No,12
"TATESO001 - 003",,Success,12.4,12.4,GBP,13.46,No,4
"TATESO001 - 004",,Success,11.53,13.53,GBP,13.46,No,5
"TATESO001 - 005",,Success,13.46,13.46,GBP,13.46,Yes,1
"TATESO001 - 007",,Success,12.49,12.49,GBP,13.46,No,6
"TATESO001A - 006",,Success,,18.76,GBP,18.77,No,2
"TATESO001A - 007",,Success,,7.47,GBP,7.48,No,2
"TATESO002 - 002",,Success,11.5,11.33,GBP,12.72,No,11
"TATESO002 - 004",,Success,11.15,11.15,GBP,12.79,No,6
"TATESO002 - 007 Prime",,Success,,13.22,GBP,13.37,No,8
"TATESO002A - 003 Prime",,Success,,8.11,GBP,8.11,No,1
"TATESO002A - 006",,Success,,,,,No,0
"TATESY003 - 001",,Success,12.98,12.98,GBP,13.03,No,4
"TATESY003 - 001 uk shipping",,Success,12.98,12.98,GBP,13.03,No,4
"TATESY004",,Success,8.68,7.73,GBP,,No,2
"TATESY005 - 001 Prime",,Success,5.97,5.97,GBP,8.05,No,7
"TATESY04 - 002",,Success,,,,,No,0
"TAYLOR001 - 005",,Success,6.42,6.42,GBP,7.53,No,7
"TAYLOR002 - 001",,Success,16.59,16.53,GBP,18.07,No,5
"TAYLOR002 - 001 uk shipping",,Success,16.59,16.53,GBP,18.07,No,5
"TAYLOR002 - 002",,Success,5.17,5.29,GBP,7.09,No,8
"TAYLOR002 - 003 Prime",,Success,16.69,16.69,GBP,18.74,No,3
"TAYLOR002 - 004",,Success,9.43,9.43,GBP,9.43,Yes,1
"TAYLOR003 - 001",,Success,18.74,18.74,GBP,18.74,Yes,1
"TAYLOR003 - 004 Prime",,Success,7.09,7.09,GBP,7.09,Yes,1
"TAYLOR003 - 005",,Success,18.07,18.07,GBP,18.07,Yes,2
"TAYLOR003 - 006 Prime",,Success,8.99,8.99,GBP,10.1,No,2
"TAYLOR004 - 002",,Success,4.81,4.81,GBP,7.53,No,9
"TAYLOR004 - 003",,Success,13.09,13.09,GBP,13.09,Yes,2
"TAYLOR009 - 001",,Success,7.07,7.07,GBP,6.98,No,6
"TAYLOR009 - 001 uk shipping",,Success,7.07,7.07,GBP,6.98,No,6
"TAYLOR009 - 002 Prime",,Success,18.05,18.05,GBP,18.05,Yes,1
"TAYLOR009 - 003 Prime",,Success,8.5,7.99,GBP,9.87,No,6
"TAYLOR009 - 004",,Success,6.98,6.98,GBP,6.98,Yes,2
"TAYLOR010 - 001",,Success,5.99,5.99,GBP,7.53,No,7
"TAYLOR010 - 001 uk shipping",,Success,5.99,5.99,GBP,7.53,No,7
"TAYLOR010 - 004",,Success,9.99,13.08,GBP,13.09,No,8
"TAYLOR010 - 004 Prime",,Success,9.99,13.08,GBP,13.09,No,8
"TAYLOR011 - 001",,Success,5.95,5.8,GBP,7.53,No,6
"TAYLOR011 - 001 uk shipping",,Success,5.95,5.8,GBP,7.53,No,6
"TAYLOR012 - 001 Prime",,Success,8.2,8.2,GBP,8.2,Yes,1
"TAYLOR013 - 003",,Success,6.49,6.52,GBP,7.53,No,6
"TAYLOR013 - 004 Prime",,Success,13.48,13.42,GBP,13.76,No,4
"TAYLOR040 - 001 Prime",,Success,11.99,11.99,GBP,,No,11
"TEA08A - 001",,Success,9.39,9.39,GBP,,No,18
"TEA08A - 001 Prime",,Success,9.39,9.39,GBP,,No,18
"TEA12 - 001 Prime",,Success,11.97,12.45,GBP,18.38,No,10
"TEA63 - 001",,Success,8.62,7.54,GBP,8.62,Yes,3
"TEA63 - 001 Prime",,Success,8.62,7.54,GBP,8.62,Yes,3
"TEA64 - 001",,Success,5.99,5.99,GBP,9.56,No,12
"TEA64 - 002",,Success,9.99,9.99,GBP,,No,4
"TEA64 - 003",,Success,9.93,9.93,GBP,14.26,No,2
"TEA64 - 004",,Success,8.11,8.11,GBP,14.26,No,6
"TEA64 - 006",,Success,5.62,5.47,GBP,9.56,No,5
"TEA65 - 001 Prime",,Success,5.16,5.21,GBP,9.51,No,12
"TEA65 - 002",,Success,9.93,9.93,GBP,14.26,No,2
"THAITA004 - 007",,Success,6.43,6.43,GBP,8.44,No,12
"THAITA005 - 001",,Success,4.88,4.88,GBP,6.62,No,7
"THAITA005 - 002",,Success,4.49,4.6,GBP,6.62,No,11
"THAITA005 - 003",,Success,6.62,6.62,GBP,6.62,Yes,2
"THAITA005 - 005",,Success,9.29,9.08,GBP,12.08,No,7
"THAITA006 - 001",,Success,,5.9,GBP,7.71,No,7
"THAITA006 - 002",,Success,4.56,4.56,GBP,6.23,No,4
"THAITA006 - 003",,Success,,13.49,GBP,13.61,No,5
"THAITA009 - 001 Prime",,Success,6.92,6.92,GBP,7.66,No,5
"THAITA009 - 002",,Success,4.66,4.66,GBP,6.22,No,8
"THAITA009 - 002 Prime",,Success,4.66,4.66,GBP,6.22,No,8
"THAITA009 - 003",,Success,15.15,14.93,GBP,17.17,No,6
"THAITA009 - 004",,Success,13.26,13.19,GBP,13.26,Yes,4
"THAITA009 - 005",,Success,5.03,5.03,GBP,6.22,No,4
"THAITA012 - 001",,Success,5.5,5.9,GBP,,No,6
"THAITA012 - 002 Prime",,Success,,,,,No,0
"THAITA013 - 002",,Success,8.6,8.53,GBP,,No,3
"THAITA013 - 003",,Success,15.11,15.11,GBP,,No,7
"TOP02 - 002",,Success,13.5,13.5,GBP,15.89,No,8
"TOP05 - 005",,Success,14.6,14.6,GBP,14.47,No,11
"TOP15 - 001",,Success,14.74,14.74,GBP,14.74,Yes,1
"TRU14 - 001",,Success,,8.89,GBP,8.89,No,2
"TRU14 - 001 Prime",,Success,,8.89,GBP,8.89,No,2
"TUN02 - 002",,Success,10.56,10.56,GBP,10.56,Yes,1
"TUN03A - 002",,Success,19.95,19.95,GBP,19.95,Yes,1
"TUN03A - 003 Prime",,Success,6.72,6.72,GBP,6.72,Yes,1
"TUN04A - 001 Prime",,Success,15.77,15.77,GBP,15.77,Yes,1
"TUN05 - 001 One Day",,Success,8.99,8.99,GBP,8.99,Yes,1
"TWIN001 - 005",,Success,6.99,7.02,GBP,9.85,No,14
"TWIN001 - 005 Prime",,Success,6.99,7.02,GBP,9.85,No,14
"TWIN002 - 003",,Success,16.89,17.49,GBP,19.89,No,10
"TWIN002 - 005",,Success,,7.87,GBP,9.85,No,6
"TWIN002 - 006",,Success,7.79,8.57,GBP,9.85,No,11
"TWIN002 - 007",,Success,9.85,9.85,GBP,9.85,Yes,5
"TWIN002 - 009",,Success,16.89,17.49,GBP,19.89,No,10
"TWIN002 - 010",,Success,14.89,14.89,GBP,14.89,Yes,2
"TWIN002 - 012",,Success,9.99,9.8,GBP,9.8,No,2
"TWIN003 - 001",,Success,13.81,13.81,GBP,15.88,No,11
"TWIN003 - 002",,Success,6.29,6.29,GBP,15.95,No,6
"TWIN004 - 008",,Success,17.98,17.98,GBP,18.34,No,4
"TWIN004 - 009",,Success,14.58,14.58,GBP,18.34,No,5
"TWIN004 - 060",,Success,5.75,5.75,GBP,18.36,No,14
"TWIN005 - 005",,Success,,19.06,GBP,19.06,No,6
"TWIN007 - 002",,Success,,5.25,GBP,7.01,No,8
"TWIN007 - 003",,Success,,11.53,GBP,11.53,No,2
"TWIN007 - 004",,Success,7.99,7.99,GBP,9.27,No,5
"TWIN008 - 003",,Success,,9.56,GBP,9.56,No,2
"TWIN012 - 003",,Success,,7.75,GBP,7.75,No,1
"TWIN012 - 006",,Success,16.68,16.68,GBP,16.68,Yes,1
"TWIN012 - 008",,Success,,7.75,GBP,7.75,No,1
"TWIN012 - 009 Prime",,Success,,10.74,GBP,10.74,No,1
"TWIN012 - 010",,Success,16.68,16.68,GBP,16.68,Yes,1
"TWIN012 - 011",,Success,7.75,7.75,GBP,7.75,Yes,1
"TWIN012 - 012",,Success,,5.98,GBP,,No,2
"UHT01D - 001",,Success,6.13,7.94,GBP,11.65,No,20
"UHT01D - 002",,Success,9.24,9.24,GBP,11.65,No,3
"UHT01E - 001",,Success,8.25,8.25,GBP,12.78,No,9
"UHT02C - 001",,Success,,,,,No,0
"UHT02C - 002",,Success,,,,,No,0
"UHT02C - 005",,Success,,,,,No,0
"UHT02C - 006",,Success,,,,,No,0
"UHT03 - 002",,Success,6.83,7.33,GBP,8.45,No,8
"UHT03 - 002 Prime",,Success,6.83,7.33,GBP,8.45,No,8
"UHT03 - 004",,Success,12.77,12.77,GBP,12.77,Yes,2
"UHT03 - 004 Prime",,Success,12.77,12.77,GBP,12.77,Yes,2
"UHT03B - 001",,Success,8.37,8.99,GBP,8.37,Yes,3
"UHT03B - 001 Prime",,Success,8.37,8.99,GBP,8.37,Yes,3
"UHT04A",,Success,8.25,8.25,GBP,8.25,Yes,1
"UHT05 - 001",,Success,10.12,10.12,GBP,10.12,Yes,2
"UHT05 - 001 One",,Success,10.12,10.12,GBP,10.12,Yes,2
"UHT31B - 001 Prime",,Success,9.5,9.5,GBP,9.5,Yes,1
"UHT31B - 002 Prime",,Success,14.11,14.11,GBP,14.11,Yes,1
"UHT31B - 005",,Success,8.83,8.99,GBP,8.83,Yes,3
"UHT31B - 005 prime",,Success,8.83,8.99,GBP,8.83,Yes,3
"UHT31B - 008",,Success,17.56,17.56,GBP,17.56,Yes,2
"UHT31B - 008 Prime",,Success,17.56,17.56,GBP,17.56,Yes,2
"UHT31B - 009",,Success,8.83,8.83,GBP,8.83,Yes,3
"UHT31B - 009 Prime",,Success,8.83,8.83,GBP,8.83,Yes,3
"UHT31C - 001 Prime",,Success,12.58,12.58,GBP,12.58,Yes,1
"UHT31D - 001",,Success,9.55,9.55,GBP,9.55,Yes,2
"UHT31D - 001 One Day",,Success,9.55,9.55,GBP,9.55,Yes,2
"UHT34A - 004",,Success,9.16,9.16,GBP,9.16,Yes,1
"UHT34A - 007",,Success,9.16,8.99,GBP,9.16,Yes,2
"UHT34A - 008",,Success,9.16,9.16,GBP,9.16,Yes,1
"Uncle John's Bundle",,Success,17.66,17.66,GBP,17.66,Yes,1
"UNCLE001 - 001 Prime",,Success,8.12,8.12,GBP,8.92,No,2
"UNCLE002 - 001",,Success,8.19,8.19,GBP,8.99,No,2
"UNCLE003 - 001",,Success,8.78,8.78,GBP,8.89,No,3
"UNCLE003 - 001 Prime",,Success,8.78,8.78,GBP,8.89,No,3
"UNCLE005 - 001 Prime",,Success,8.44,8.44,GBP,9.23,No,2
"VALRHO002",,Success,,,,,No,0
"VALRHO002 - 003 Prime",,Success,,,,,No,0
"VALRHO002 - 004",,Success,,,,,No,0
"VALRHO002 Prime",,Success,,,,,No,0
"VALRHO072 - 001 Prime",,Success,16.37,16.37,GBP,16.37,Yes,1
"VALRHONA002A - 001",,Success,,,,,No,0
"VAN03 - 002",,Success,,10.63,GBP,13.65,No,2
"VAN03AAA",,Success,,10.63,GBP,13.65,No,4
"VAN03E",,Success,,10.63,GBP,13.65,No,4
"VAN03O",,Success,,10.63,GBP,13.65,No,8
"VAN03P",,Success,,10.63,GBP,13.65,No,3
"VAN03U",,Success,,10.63,GBP,13.65,No,2
"VAN07",,Success,,9.03,GBP,11.47,No,6
"VAN07 - 017",,Success,,15.49,GBP,18.14,No,4
"VAN07 - 018",,Success,11.04,11.04,GBP,11.47,No,3
"VAN07 - 022",,Success,,9.03,GBP,11.47,No,2
"VAN07 a",,Success,10.73,10.73,GBP,11.47,No,4
"VAN32B - 001",,Success,12.5,12.5,GBP,15.35,No,3
"VAN50A - 003",,Success,,15.15,GBP,15.15,No,2
"VAN50A - 003 Prime",,Success,,15.15,GBP,15.15,No,2
"VEG01D - 001",,Success,9.23,9.23,GBP,9.23,Yes,1
"VEG01E - 001",,Success,10.63,10.63,GBP,10.63,Yes,1
"VEG02 - 001 Prime",,Success,7.09,7.09,GBP,7.09,Yes,1
"VEG02 - 003",,Success,15.4,15.4,GBP,15.4,Yes,1
"VEG03AA - 002",,Success,,15.93,GBP,17.4,No,3
"VEG03AA - 002 Prime",,Success,,15.93,GBP,17.4,No,3
"VEG03AA - 003 Prime",,Success,,5,GBP,7.35,No,7
"VEG03D - 001 Prime",,Success,7.68,7.68,GBP,7.68,Yes,1
"VEG03D - 005 Prime",,Success,19.16,19.16,GBP,19.16,Yes,1
"VEG04F - 001",,Success,17.71,17.71,GBP,17.71,Yes,1
"VEG04H - 001",,Success,,,,,No,0
"VEG05A - 002",,Success,,,,,No,0
"VEG05A - 005",,Success,,,,,No,0
"VEG06B - 005 Prime",,Success,,12.15,GBP,12.15,No,4
"VEG06B - 008 Prime",,Success,12.15,12.15,GBP,12.15,Yes,2
"VEG06C - 001",,Success,11.62,11.62,GBP,11.62,Yes,4
"VEG06C - 001 Prime",,Success,11.62,11.62,GBP,11.62,Yes,4
"VEG06C - 005",,Success,11.57,11.57,GBP,11.57,Yes,1
"VEG07B - 001 Prime",,Success,10.49,10.49,GBP,10.49,Yes,1
"VEG09G - 001",,Success,7.21,7.21,GBP,7.22,No,3
"VEG09G - 001 Prime",,Success,7.21,7.21,GBP,7.22,No,3
"VEG10D",,Success,,,,,No,0
"VEG10G - 001",,Success,,7.91,GBP,7.91,No,1
"VEG10H - 001",,Success,15.57,15.57,GBP,15.57,Yes,1
"VEG12J - 001",,Success,6.75,6.75,GBP,8.35,No,8
"VEG12L - 002",,Success,7.06,7.06,GBP,7.06,Yes,1
"VEG13B - 001 Prime",,Success,10.66,10.66,GBP,10.66,Yes,1
"VEG13B - 002 Prime",,Success,14.46,14.46,GBP,14.46,Yes,1
"VEG13C - 001 Prime",,Success,,,,,No,0
"VEG15 - 001 Prime",,Success,6.29,6.29,GBP,6.29,Yes,1
"VEG15 - 002 Prime",,Success,11.08,11.08,GBP,11.08,Yes,1
"VEG15 - 003 Prime",,Success,16.3,16.3,GBP,16.3,Yes,1
"VEG15B - 006",,Success,16.99,24.09,GBP,17.44,No,7
"VEG20 - 001",,Success,9.86,9.86,GBP,9.86,Yes,1
"VEG21A - 001",,Success,7.99,7.99,GBP,16.76,No,4
"VEG21B - 001 Prime",,Success,14.99,14.79,GBP,,No,2
"VEG21B - 002 Prime",,Success,24.97,19.74,GBP,,No,3
"VEG21B - 004 Prime",,Success,13.64,13.44,GBP,,No,3
"VEG24",,Success,5.64,5.49,GBP,7.41,No,7
"VEG24 - 003",,Success,5.78,5.78,GBP,7.41,No,16
"VEG24 - 004",,Success,5.99,5.99,GBP,7.41,No,7
"VEG31 - 001 Prime",,Success,13.55,13.55,GBP,13.55,Yes,1
"VEGONI003",,Error,,,,,No,0
"VEGONI005",,Error,,,,,No,0
"VIIN23-001",,Success,10.36,10.36,GBP,10.36,Yes,1
"VIN 5 5",,Success,11.47,9.99,GBP,11.47,Yes,3
"VIN01A - 001",,Success,,,,,No,0
"VIN01A - 002",,Success,,,,,No,0
"VIN02B - 001",,Success,6.7,6.7,GBP,9.42,No,2
"VIN02F - 001",,Success,17.79,17.54,GBP,,No,4
"VIN02F - 002",,Success,4.99,2.4,GBP,6.23,No,7
"VIN02F - 003",,Success,9.24,9.24,GBP,,No,3
"VIN02F - 004",,Success,6.29,7.99,GBP,7.7,No,8
"VIN03A - 001",,Success,10.48,10.48,GBP,10.48,Yes,1
"VIN04B",,Success,8.36,8.36,GBP,8.36,Yes,1
"VIN07A - 001",,Success,16.27,16.27,GBP,16.27,Yes,1
"VIN09 - 001",,Success,10.7,10.7,GBP,10.7,Yes,2
"VIN09 - 001 Prime",,Success,10.7,10.7,GBP,10.7,Yes,2
"VIN10",,Success,,,,,No,0
"VIN10 - 002",,Success,,,,,No,0
"VIN10 Prime",,Success,,,,,No,0
"VIN12",,Success,10.54,10.54,GBP,10.54,Yes,1
"VIN12 - 002",,Success,,,,,No,0
"VIN13A",,Success,10.68,10.68,GBP,10.68,Yes,2
"VIN13A Prime",,Success,10.68,10.68,GBP,10.68,Yes,2
"VIN14 - 001",,Success,11.16,11.16,GBP,11.16,Yes,2
"VIN14 - 001 Prime",,Success,11.16,11.16,GBP,11.16,Yes,2
"VIN16B - 002 Prime",,Success,10.01,10.01,GBP,10.01,Yes,1
"VIN16B - 003 Prime",,Success,10.68,10.68,GBP,10.68,Yes,3
"VIN17 - 001 Prime",,Success,13.29,13.29,GBP,13.29,Yes,2
"VIN17 - 002",,Success,12.62,12.62,GBP,12.62,Yes,3
"VIN17 - 002 Prime",,Success,12.62,12.62,GBP,12.62,Yes,3
"VIN19 - 001",,Success,8.92,8.92,GBP,,No,5
"VIN19 - 001 Prime",,Success,8.92,8.92,GBP,,No,5
"VIN20E - 001 Prime",,Success,7.49,7.49,GBP,9.45,No,3
"VIN21",,Success,10.44,10.44,GBP,10.44,Yes,1
"VIN22B",,Success,9.11,9.11,GBP,9.11,Yes,2
"VIN22B Prime",,Success,9.11,9.11,GBP,9.11,Yes,2
"VIN24",,Success,,,,,No,0
"VIN25",,Success,14.14,14.14,GBP,14.14,Yes,1
"VIN25B - 001",,Success,11.26,11.26,GBP,11.26,Yes,1
"VIN25C - 001 Prime",,Success,10.95,10.95,GBP,21,No,4
"VIN26 - 001",,Success,14.13,14.13,GBP,14.13,Yes,1
"VIN28 - 001",,Success,,,,,No,0
"VIN31A - 001",,Success,9.18,9.18,GBP,9.18,Yes,2
"VIN31A - 001 Prime",,Success,9.18,9.18,GBP,9.18,Yes,2
"VIN31A - 002",,Success,9.18,9.18,GBP,9.18,Yes,2
"VIN31A - 002 Prime",,Success,9.18,9.18,GBP,9.18,Yes,2
"VIN31A - 003",,Success,15.87,15.87,GBP,15.87,Yes,1
"VIN43A - 001 Prime",,Success,15.38,15.38,GBP,15.38,Yes,2
"VIN43A - 001 uk shipping",,Success,15.38,15.38,GBP,15.38,Yes,2
"VIN55A",,Success,,12.14,GBP,12.14,No,2
"VIN55B",,Success,18.8,18.8,GBP,18.8,Yes,2
"VIN60",,Success,19.6,19.6,GBP,19.6,Yes,2
"VIN60 Prime",,Success,19.6,19.6,GBP,19.6,Yes,2
"VIN61 - 001",,Success,18.03,18.03,GBP,18.03,Yes,2
"VIN61 - 001 Prime",,Success,18.03,18.03,GBP,18.03,Yes,2
"VIN62 - 001 Prime",,Success,18.7,18.7,GBP,18.7,Yes,1
"VISION002 - 003 Prime",,Success,15.43,15.43,GBP,15.43,Yes,1
"VISION003 - 001 Prime",,Success,16.34,16.34,GBP,16.34,Yes,1
"VISION003 - 002 Prime",,Success,16.34,16.34,GBP,16.34,Yes,1
"WATER003 - 001",,Success,12.99,12.99,GBP,12.99,Yes,1
"WATER003 - 002",,Success,,12.99,GBP,12.99,No,2
"WATER003 - 004 One Day",,Success,13.32,13.32,GBP,13.32,Yes,1
"WATER003 - 005 One Day",,Success,13.32,13.32,GBP,13.32,Yes,1
"WATER003 - 006",,Success,9.9,9.9,GBP,11.81,No,4
"WATER003 - 007",,Success,9.99,9.99,GBP,11.81,No,2
"WIN14 - 002",,Success,,13.29,GBP,15.94,No,6
"WIN20 - 003",,Success,,17.07,GBP,17.07,No,1
"WOO02 - 001",,Success,9.45,9.45,GBP,9.45,Yes,1
"WOODEN001 - 001 Prime",,Success,16.47,16.47,GBP,16.47,Yes,1
"WOODEN002 - 001 Prime",,Success,16.47,16.47,GBP,16.47,Yes,1
"WOODEN003 - 001 Prime",,Success,16.47,16.47,GBP,16.47,Yes,1
"WOODEN004 - 001 Prime",,Success,16.47,16.47,GBP,16.47,Yes,1
"WOODEN005 - 001 Prime",,Success,16.47,16.47,GBP,16.47,Yes,1
"WOODEN006 - 001 Prime",,Success,16.47,16.47,GBP,16.47,Yes,1
"WOODEN007 - 001 Prime",,Success,16.47,16.47,GBP,16.47,Yes,1
"WOODEN020 - 001",,Success,13.43,13.43,GBP,13.43,Yes,1
"WOODEN022 - 001",,Success,,,,,No,0
"WOODEN023 - 002",,Success,13.43,13.43,GBP,13.43,Yes,1
"WOODEN027 - 001",,Success,13.43,13.43,GBP,13.43,Yes,1
