parent_asin,child_asin,title,sku,sessions_total,sessions_b2b,session_percentage_total,session_percentage_b2b,page_views_total,page_views_b2b,page_views_percentage_total,page_views_percentage_b2b,buy_box_percentage,buy_box_percentage_b2b,units_ordered,units_ordered_b2b,unit_session_percentage,unit_session_percentage_b2b,sales_total,sales_b2b,order_items_total,order_items_b2b,conversion_rate,avg_order_value,revenue_per_session,is_prime,sku_category
B07PF7X2DP,B07PF7X2DP,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 003 uk shipping,90,6,0.05,0.13,117,7,0.05,0.11,24.32,0.0,1,0,1.11,0.0,27.3,0.0,1,0,1.1111111111111112,27.3,0.30333333333333334,False,WRA
B07PMKBHH1,B07PMKBHH1,Belazu | Black Olive Tapenade | 4 x 170g,OLI99 - 004,5,0,0.0,0.0,6,0,0.0,0.0,100.0,0.0,1,0,20.0,0.0,17.43,0.0,1,0,20.0,17.43,3.4859999999999998,False,OLI
B07SZ9FP7F,B07SZ9FP7F,San Marcos Chipotle Peppers in Adobo Sauce| 28 oz| Dried and Smoked Jalape?os in a Tangy| Slightly Sweet Red Sauce.,SPI06 - 001 Prime,10,1,0.01,0.02,10,1,0.0,0.02,90.0,100.0,1,0,10.0,0.0,9.79,0.0,1,0,10.0,9.79,0.9789999999999999,True,SPI
B0CSZMYV95,B07WDRD4VC,"Riverdene Red Kidney Beans 800gm (1 Tin, 800, gram)",BEA10C - 001 Prime,2,0,0.0,0.0,2,0,0.0,0.0,100.0,0.0,1,0,50.0,0.0,6.35,0.0,1,0,50.0,6.35,3.175,True,BEA
B07XZB5HN9,B07XZB5HN9,"Acquerello Aged Carnaroli Rice, 2 x 500g",RIC17A - 003,5,0,0.0,0.0,5,0,0.0,0.0,80.0,0.0,4,4,80.0,0.0,76.64,76.64,1,1,80.0,19.16,15.328,False,RIC
B07Z5K8YTL,B07YSGWF37,"Golden Swan Shaoxing Cooking Condiment, 500ml",ORI14A - 001 Prime,6,0,0.0,0.0,7,0,0.0,0.0,50.0,0.0,1,0,16.67,0.0,10.44,0.0,1,0,16.666666666666664,10.44,1.74,True,ORI
B07YTXJCTG,B07YTXJCTG,Pasta Reggia Cannelloni - 12x250g,PAS12A - 012 Prime,22,0,0.01,0.0,25,0,0.01,0.0,58.33,0.0,1,0,4.55,0.0,19.46,0.0,1,0,4.545454545454546,19.46,0.8845454545454546,True,PAS
B07YZCFRPK,B07YZCFRPK,Brown Bag Crisps Oak Smoked Chilli 40 g (Pack of 20),CRI33 - 002,1,0,0.0,0.0,3,0,0.0,0.0,100.0,0.0,1,0,100.0,0.0,17.08,0.0,1,0,100.0,17.08,17.08,False,CRI
B0CV151M43,B07ZB5K9ZD,Brown Bag Crisps - Rosemary and Sea Salt 40g (Pack of 20),CRI38 - 001,103,1,0.06,0.02,129,1,0.06,0.02,57.02,0.0,1,0,0.97,0.0,16.92,0.0,1,0,0.9708737864077669,16.92,0.1642718446601942,False,CRI
B07ZC1B5GC,B07ZC1B5GC,Pasta Reggia Riso Orzo Pasta - 1x500g,PAS70A - 001 Prime,37,0,0.02,0.0,44,0,0.02,0.0,67.44,0.0,1,0,2.7,0.0,5.68,0.0,1,0,2.7027027027027026,5.68,0.1535135135135135,True,PAS
B082YQDCXY,B081QQXFXX,"Flying Goose Mayo Sriracha, 730 ml",MAY22 - 001,9,0,0.01,0.0,14,0,0.01,0.0,0.0,0.0,1,0,11.11,0.0,8.87,0.0,1,0,11.11111111111111,8.87,0.9855555555555555,False,MAY
B0844Y5K71,B0844Y5K71,McDougalls Thickening Granules Sweet and Savory Instant Thickener 1.5kg British Food Shop,GRA07 - 002 not prime,8,1,0.0,0.02,14,1,0.01,0.02,88.89,100.0,1,0,12.5,0.0,23.16,0.0,1,0,12.5,23.16,2.895,True,GRA
B085375VTV,B085375VTV,Sosa - Natural Maltodextrin Powder - 500g,SOSAMA001 - 001,13,0,0.01,0.0,19,0,0.01,0.0,93.33,0.0,1,0,7.69,0.0,10.46,0.0,1,0,7.6923076923076925,10.46,0.8046153846153847,False,SOSAMA
B08562KZ6G,B08562KZ6G,Sosa - Soy Lecithin Powder - 400g,SOSALE001 - 001,24,1,0.01,0.02,31,1,0.01,0.02,53.85,0.0,1,0,4.17,0.0,28.31,0.0,1,0,4.166666666666666,28.31,1.1795833333333332,False,SOSALE
B085P22RXH,B085P22RXH,Triple Lion Professional Chef's Penne Rigate 100% Durum Wheat Semolina Pasta 3kg,PAS02 - 001,74,1,0.04,0.02,88,1,0.04,0.02,36.59,0.0,1,0,1.35,0.0,9.86,0.0,1,0,1.3513513513513513,9.86,0.13324324324324324,False,PAS
B085W3HF4M,B085W3HF4M,Triple Lion Professional Chef's Macaroni Elbows 100% Durum Wheat Semolina Pasta 3kg,PAS06 - 001 Prime,120,3,0.07,0.06,169,5,0.07,0.08,82.64,100.0,1,0,0.83,0.0,11.79,0.0,1,0,0.8333333333333334,11.79,0.09824999999999999,True,PAS
B085WW644H,B085WW644H,Triple Lion Professional Chef's Spaghetti 100% Durum Wheat Semolina Pasta 3kg,PAS07 - 001,67,3,0.04,0.06,95,5,0.04,0.08,15.29,0.0,3,0,4.48,0.0,29.64,0.0,1,0,4.477611940298507,9.88,0.44238805970149253,False,PAS
B08644RPSJ,B08644RPSJ,Caterwrap Aluminium Catering Foil Catering Quality Strong 14Mu 450mm x 75m,CATER002 - 001 Prime,121,8,0.07,0.17,163,12,0.07,0.19,1.29,20.0,2,2,1.65,25.0,27.94,27.94,1,1,1.6528925619834711,13.97,0.23090909090909092,True,CATER
B0CDB5KDFL,B086JQ6VC1,Geeta's Lime Pickle 1.3kg - Indian Pickle Jar The Real Flavour of India No Artificial Flavours or Colours Ready to Serve Pickles,CHU00E - 001 Prime,91,1,0.05,0.02,127,1,0.06,0.02,3.48,0.0,1,0,1.1,0.0,11.12,0.0,1,0,1.098901098901099,11.12,0.12219780219780219,True,CHU
B086R2WZDT,B086R2WZDT,Dried Currants 3kg,DRICUR001 - 001 not prime,23,0,0.01,0.0,28,0,0.01,0.0,96.3,0.0,3,0,13.04,0.0,59.94,0.0,1,0,13.043478260869565,19.98,2.606086956521739,True,DRICUR
B086R35LS1,B086R35LS1,Dried Sultanas 3kg,DRISUL001 - 001,3,1,0.0,0.02,3,1,0.0,0.02,33.33,0.0,3,0,100.0,0.0,51.87,0.0,1,0,100.0,17.29,17.29,False,DRISUL
B086R35LS1,B086R35LS1,Dried Sultanas 3kg,DRISUL001 - 001 not prime,3,1,0.0,0.02,3,1,0.0,0.02,33.33,0.0,1,0,33.33,0.0,16.69,0.0,1,0,33.33333333333333,16.69,5.5633333333333335,True,DRISUL
B0BGWW7M51,B086XM7511,"Coca Cola Diet Coke Glass, Pack of 24x330 ml",BOT21 - 001,9,0,0.01,0.0,11,0,0.0,0.0,36.36,0.0,1,0,11.11,0.0,36.71,0.0,1,0,11.11111111111111,36.71,4.078888888888889,False,BOT
B0DZCQLL9Y,B087B9R1Z8,"Cambrook - Giant Chilli Corn, 650g Bag",CAMBR016 - 001,154,4,0.09,0.09,189,4,0.08,0.06,0.0,0.0,1,0,0.65,0.0,11.51,0.0,1,0,0.6493506493506493,11.51,0.07474025974025975,False,CAMBR
B0CLYMX2HP,B087BNFG87,"Cambrook Hickory Smoke Seasoned Almonds Vegan, 1 kg Bag",CAMBR008 - 001,62,1,0.03,0.02,73,1,0.03,0.02,9.52,0.0,1,0,1.61,0.0,20.16,0.0,1,0,1.6129032258064515,20.16,0.3251612903225806,False,CAMBR
B087V8L9LZ,B087V8L9LZ,Macphie - Premium Creme Brulee - UHT - Long Shelf Life (1 litres),MACPHI006,14,1,0.01,0.02,28,1,0.01,0.02,95.24,100.0,1,0,7.14,0.0,10.1,0.0,1,0,7.142857142857142,10.1,0.7214285714285714,False,MACPHI
B087V8L9LZ,B087V8L9LZ,Macphie - Premium Creme Brulee - UHT - Long Shelf Life (1 litres),MACPHI006 Prime,14,1,0.01,0.02,28,1,0.01,0.02,95.24,100.0,2,0,14.29,0.0,21.54,0.0,1,0,14.285714285714285,10.77,1.5385714285714285,True,MACPHI
B089RNMQZQ,B089RNMQZQ,MONIN Maple Spice Maple Syrup 3 x 0.7 Litres,MONINS17 - 004 Prime,10,0,0.01,0.0,11,0,0.0,0.0,81.82,0.0,1,0,10.0,0.0,31.69,0.0,1,0,10.0,31.69,3.169,True,MONINS
B0CDPDXXWD,B08BP8Q4S3,Tate & Lyle Dark Soft Brown Sugar - 4x3kg,TATESO001 - 002,44,6,0.02,0.13,58,7,0.03,0.11,0.0,0.0,1,0,2.27,0.0,35.34,0.0,1,0,2.272727272727273,35.34,0.8031818181818182,False,TATESO
B08BPBQ1GL,B08BPBQ1GL,Riverdene Peach Halves in Syrup - 6x2.5kg,FRU10B - 002 Prime,3,2,0.0,0.04,3,2,0.0,0.03,100.0,100.0,2,2,66.67,100.0,90.96,90.96,1,1,66.66666666666666,45.48,30.319999999999997,True,FRU
B08BPBS34Z,B08BPBS34Z,Major Gluten Free Beef Stock Powder Mix - 2x1kg,MAJORS003 - 002,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,53.89,0.0,1,0,0.0,53.89,0.0,False,MAJORS
B08BPCWQGT,B08BPCWQGT,Fentimans Ginger Beer Drinks - 12x275ml,FENTIM005 - 002,18,2,0.01,0.04,22,3,0.01,0.05,85.71,100.0,1,0,5.56,0.0,22.59,0.0,1,0,5.555555555555555,22.59,1.255,False,FENTIM
B08DD1KV4S,B08DD1KV4S,FLYING GOOSE Hoi Sin Sauce 1 x 730 ml,ORI04D - 004,22,1,0.01,0.02,26,2,0.01,0.03,69.57,100.0,1,0,4.55,0.0,8.87,0.0,1,0,4.545454545454546,8.87,0.40318181818181814,False,ORI
B08DJ78B7M,B08DJ78B7M,Alpen No Added Sugar Muesli Sachets - 30x45g,CER25H - 001,79,5,0.04,0.11,102,5,0.04,0.08,24.44,20.0,1,0,1.27,0.0,14.87,0.0,1,0,1.2658227848101267,14.87,0.1882278481012658,False,CER
B08GCM53YX,B08GCM53YX,Fentimans - Dandelion & Burdock 275ml Glass Bottle - Pack of 24,FENTIM003 - 005,5,0,0.0,0.0,5,0,0.0,0.0,100.0,0.0,1,0,20.0,0.0,38.69,0.0,1,0,20.0,38.69,7.7379999999999995,False,FENTIM
B08GCQFWZL,B08GCQFWZL,Fentimans - Victorian Lemonade 275ml Glass Bottle - Pack of 12,FENTIM010 - 003,5,1,0.0,0.02,7,1,0.0,0.02,100.0,100.0,1,0,20.0,0.0,22.59,0.0,1,0,20.0,22.59,4.518,False,FENTIM
B08GGB6CFK,B08GGB6CFK,Dr. Oetker Professional Gluten Free Baking Powder - 6x500g,BAK06E - 002 Prime,2,1,0.0,0.02,3,2,0.0,0.03,100.0,100.0,1,1,50.0,100.0,23.34,23.34,1,1,50.0,23.34,11.67,True,BAK
B08H7SLPNM,B08H7SLPNM,Essential Cuisine Peppercorn Sauce Base - 2x800g,RTS16 - 002,3,0,0.0,0.0,3,0,0.0,0.0,66.67,0.0,1,0,33.33,0.0,50.78,0.0,1,0,33.33333333333333,50.78,16.926666666666666,False,RTS
B08J84387K,B08J84387K,Menz and Gasser Assorted Jam Portions - Individual Portions of Delicious Assorted Jam Perfect for Breakfast Travel - Pack of 200 Portions Exp 04/26,JAM03B - 002,5,0,0.0,0.0,5,0,0.0,0.0,80.0,0.0,1,0,20.0,0.0,25.9,0.0,1,0,20.0,25.9,5.18,False,JAM
B08J87MYND,B08J87MYND,Menz and Gasser Assorted Jam Portions - Individual Portions of Delicious Assorted Jam Perfect for Breakfast Travel - Pack of 400 Portions Exp 04/26,JAM03B - 003,6,0,0.0,0.0,9,0,0.0,0.0,71.43,0.0,1,0,16.67,0.0,48.94,0.0,1,0,16.666666666666664,48.94,8.156666666666666,False,JAM
B08Y17MLFY,B08L4M9N89,Thai Taste Red Curry Paste in Tub (400g),THAITA013 - 002,14,0,0.01,0.0,15,0,0.01,0.0,7.14,0.0,1,0,7.14,0.0,7.21,0.0,1,0,7.142857142857142,7.21,0.515,False,THAITA
B08NCP8LZL,B08NCP8LZL,Callebaut Dark Chocolate Chunks 10kg,CHO90A - 001,8,0,0.0,0.0,10,0,0.0,0.0,100.0,0.0,2,0,25.0,0.0,385.12,0.0,1,0,25.0,192.56,48.14,False,CHO
B08PZDT5MV,B08PZDT5MV,Essential Cuisine Wild Mushroom Glace 600g,GLA08,17,0,0.01,0.0,19,0,0.01,0.0,36.84,0.0,1,0,5.88,0.0,32.98,0.0,1,0,5.88235294117647,32.98,1.9399999999999997,False,GLA
B08PZH36KN,B08PZH36KN,Essential Cuisine - Game Glace 600g,GLA02,4,1,0.0,0.02,4,1,0.0,0.02,75.0,100.0,1,1,25.0,100.0,33.65,33.65,1,1,25.0,33.65,8.4125,False,GLA
B08T64YCSQ,B08T64YCSQ,Fudge Pieces 1KG Parkers Foodservice,TOP01,4,0,0.0,0.0,5,0,0.0,0.0,100.0,0.0,1,0,25.0,0.0,21.21,0.0,1,0,25.0,21.21,5.3025,False,TOP
B08T8SXRSF,B08T8SXRSF,Bull-Dog Vegetable Fruit Sauce (Tonkatsu Sauce) 500ml (Pack of 3),ORI85 - 003,49,3,0.03,0.06,59,4,0.03,0.06,13.21,0.0,1,0,2.04,0.0,17.96,0.0,1,0,2.0408163265306123,17.96,0.36653061224489797,False,ORI
B08TMH223P,B08TMH223P,Sandwich Gherkins 2.9KG,GHE04A,4,0,0.0,0.0,10,0,0.0,0.0,71.43,0.0,1,0,25.0,0.0,10.93,0.0,1,0,25.0,10.93,2.7325,False,GHE
B08W2G1KG7,B08W2G1KG7,French White Wine Tarragon Vinegar 75cl - Centaur,VIN21,11,0,0.01,0.0,16,0,0.01,0.0,100.0,0.0,1,0,9.09,0.0,9.29,0.0,1,0,9.090909090909092,9.29,0.8445454545454545,False,VIN
B08W2GKPBD,B08W2GKPBD,Raspberry Vinegar 750ml,VIN13A Prime,51,0,0.03,0.0,67,0,0.03,0.0,93.55,0.0,1,0,1.96,0.0,11.49,0.0,1,0,1.9607843137254901,11.49,0.22529411764705884,True,VIN
B08X1478HZ,B08X1478HZ,Batchelors Cheese Sauce Large 1600g,DEH05 - 003 Prime,4,0,0.0,0.0,5,0,0.0,0.0,100.0,0.0,1,0,25.0,0.0,31.82,0.0,1,0,25.0,31.82,7.955,True,DEH
B091G5YB39,B091G5YB39,Caterers Pride Red Kidney Beans 2.5 kg,BEA11B - 001 Prime,3,1,0.0,0.02,4,1,0.0,0.02,100.0,100.0,1,0,33.33,0.0,10.51,0.0,1,0,33.33333333333333,10.51,3.5033333333333334,True,BEA
B0922VH7YC,B0922VH7YC,Silver Leaf Gelatine 1KG,BAK08 - 001,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,1,1,100.0,0.0,33.58,33.58,1,1,100.0,33.58,33.58,False,BAK
B0928RZS3Y,B0928RZS3Y,"Belazu Extra Virgin Olive Oil With Black Truffle 250ml - Extra virgin olive oil infused with heady black truffle. It's fantastic simply drizzled over a fried egg, to finish a classic mushroom risotto",TRU10C - 004,4,0,0.0,0.0,5,0,0.0,0.0,100.0,0.0,1,0,25.0,0.0,20.96,0.0,1,0,25.0,20.96,5.24,False,TRU
B092JQQNFC,B092JQQNFC,Monin Blueberry Syrup 70cl Case of 6,MONINS32 - Prime,8,0,0.0,0.0,9,0,0.0,0.0,75.0,0.0,1,1,12.5,0.0,60.11,60.11,1,1,12.5,60.11,7.51375,True,MONINS
B0CBM1KDDG,B092RV833S,Callebaut Finest Belgian Gold Chocolate with Caramel Couverture Callets 400g,CAL32A - 001,124,3,0.07,0.06,154,4,0.07,0.06,0.0,0.0,1,0,0.81,0.0,16.19,0.0,1,0,0.8064516129032258,16.19,0.13056451612903228,False,CAL
B092W8P38W,B092W8P38W,Monin Glasco Lemon Syrup 70cl Case of 6,MONINS31 - 006 Prime,3,1,0.0,0.02,3,1,0.0,0.02,33.33,0.0,1,1,33.33,100.0,43.51,43.51,1,1,33.33333333333333,43.51,14.503333333333332,True,MONINS
B0963RL632,B0963RL632,Parkers Poppy Seeds 1kg,SEE01 - 001,6,0,0.0,0.0,6,0,0.0,0.0,100.0,0.0,8,0,133.33,0.0,72.56,0.0,1,0,133.33333333333331,9.07,12.093333333333334,False,SEE
B09TRMZ1PX,B09B44RLKQ,"Nutritional Yeast Flakes 250g Premium Quality Vegan Friendly Non GMO, Gluten Free – Recyclable Container",ING03 - 001,22,0,0.01,0.0,26,0,0.01,0.0,66.67,0.0,1,0,4.55,0.0,10.8,0.0,1,0,4.545454545454546,10.8,0.49090909090909096,False,ING
B09BG6J3JR,B09BG6J3JR,"Elsinore - Cockles in Vinegar, Ready to Eat, 200g (Pack of 6)",ELSIN003 - 001,49,2,0.03,0.04,56,2,0.02,0.03,96.08,0.0,1,0,2.04,0.0,20.11,0.0,1,0,2.0408163265306123,20.11,0.4104081632653061,False,ELSIN
B09BJZF93S,B09BJZF93S,"SOSA Isomalt ""F"" Refined (900g)",SOS42 - 001,25,0,0.01,0.0,28,0,0.01,0.0,48.15,0.0,1,0,4.0,0.0,17.1,0.0,1,0,4.0,17.1,0.684,False,SOS
B09HZHGBFV,B09HZHGBFV,Merchant Gourmet Whole Chestnuts - 10x500g,NUT15E - 003,2,0,0.0,0.0,6,0,0.0,0.0,100.0,0.0,1,0,50.0,0.0,45.73,0.0,1,0,50.0,45.73,22.865,False,NUT
B09J5CNBYK,B09J5CNBYK,"Merchant Gourmet Whole Cooked Chestnuts - Naturally Sweet, Nutty Flavour, Source of Fibre, Low Fat & Vegan - Ideal for Snacking & Baking - Pack of 10 x 500g Ready-to-eat Pouches",VEG15E - 001,19,3,0.01,0.06,34,8,0.01,0.12,100.0,100.0,1,0,5.26,0.0,45.73,0.0,1,0,5.263157894736842,45.73,2.406842105263158,False,VEG
B09JC8JYZP,B09JC8JYZP,Mixed Spice 450g | Triple Lion | Herbs & Seasoning,SPIMIX01 - 001,7,0,0.0,0.0,8,0,0.0,0.0,100.0,0.0,1,0,14.29,0.0,8.94,0.0,1,0,14.285714285714285,8.94,1.2771428571428571,False,SPIMIX
B09SPRW26T,B09SPRW26T,Pura Refined Vegetable Oil 5L,OIL07B - 002,23,0,0.01,0.0,28,0,0.01,0.0,0.0,0.0,1,0,4.35,0.0,14.62,0.0,1,0,4.3478260869565215,14.62,0.6356521739130434,False,OIL
B0B9LFZTRW,B09T3CTKLC,Branston Original Pickle 2.55kg x 2,PIC01 - 005,9,0,0.01,0.0,9,0,0.0,0.0,88.89,0.0,1,0,11.11,0.0,30.09,0.0,1,0,11.11111111111111,30.09,3.3433333333333333,False,PIC
B09T3F31Z3,B09T3F31Z3,Finest Belgian Chocolate Dark Callets 2.5kg,CAL02 - 006,5,0,0.0,0.0,7,0,0.0,0.0,66.67,0.0,1,1,20.0,0.0,52.88,52.88,1,1,20.0,52.88,10.576,False,CAL
B0B88S5TFR,B09T3FYC8S,Silver Spoon British Icing Sugar 3kg x 4,SUG08A - 003,16,0,0.01,0.0,18,0,0.01,0.0,72.22,0.0,1,0,6.25,0.0,30.19,0.0,1,0,6.25,30.19,1.886875,False,SUG
B09T3GPD8K,B09T3GPD8K,FREEE Gluten Free Self Raising White Flour 1kg x 2,FLO19A - 005,36,0,0.02,0.0,40,0,0.02,0.0,8.33,0.0,1,0,2.78,0.0,10.47,0.0,1,0,2.7777777777777777,10.47,0.29083333333333333,False,FLO
B0B9LG1Z5F,B09T3HPZ16,Fontinella Artichoke Hearts in Brine 390g ARTH12 x 12,VEG09G - 002 Prime,7,0,0.0,0.0,7,0,0.0,0.0,100.0,0.0,1,0,14.29,0.0,33.87,0.0,1,0,14.285714285714285,33.87,4.838571428571428,True,VEG
B09Y8YRRPC,B09Y8YRRPC,Chefs' Selections Mint Sauce 2.27ltr,LIO08 - 003,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,1,0,100.0,0.0,11.33,0.0,1,0,100.0,11.33,11.33,False,LIO
B09Z2WQSG4,B09Z2WQSG4,"Seggiano Raw Basil Pesto 1KG - Vegan, GMO Free, Gluten Free, Wheat Free, Raw, Vegetarian, and Suitable for Coeliacs - Product of Sicily & Great with Pasta",PES07C - 001 Prime,130,2,0.07,0.04,175,5,0.08,0.08,8.86,0.0,1,0,0.77,0.0,27.69,0.0,1,0,0.7692307692307693,27.69,0.21300000000000002,True,PES
B0B297H118,B0B297H118,The Fine Cookie Co. Salt Lake Caramel Cookie 1 x 36,FINECO004 - 001,4,0,0.0,0.0,5,0,0.0,0.0,100.0,0.0,3,0,75.0,0.0,128.91,0.0,1,0,75.0,42.97,32.2275,False,FINECO
B0B297P6MK,B0B297P6MK,The Fine Cookie Co. Rocky Mountain Road Cookies 1 x 36,FINECO005 - 001,4,0,0.0,0.0,4,0,0.0,0.0,100.0,0.0,2,0,50.0,0.0,85.94,0.0,1,0,50.0,42.97,21.485,False,FINECO
B0B2989S52,B0B2989S52,The Fine Cookie Co. Chocolate Box Brownie Cookie 1 x 36,FINECO001 - 001,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,128.7,0.0,1,0,0.0,42.9,0.0,False,FINECO
B0B2991L7H,B0B2991L7H,Parkers The Fine Cookie Rainbow Nation Cookie 1 x 36,FINECO002 - 001,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,3,0,300.0,0.0,128.7,0.0,1,0,300.0,42.9,128.7,False,FINECO
B0B42RL92S,B0B42RL92S,Parkers Princes Solid Pack Rhubarb 2.82kg,FRU04 - 001 uk shipping,74,2,0.04,0.04,103,4,0.04,0.06,0.0,0.0,1,0,1.35,0.0,13.37,0.0,1,0,1.3513513513513513,13.37,0.18067567567567566,False,FRU
B0DPJF7N4F,B0B61D6XB1,"Jacob's Mini Cheddars Original Grab Bag, 45 g (Pack of 30)",BAR28 - 003,55,2,0.03,0.04,76,2,0.03,0.03,84.85,0.0,1,0,1.82,0.0,19.3,0.0,1,0,1.8181818181818181,19.3,0.35090909090909095,False,BAR
B0B6J97ZYF,B0B6J97ZYF,Heinz/HP Texan Style BBQ Sauce 2.15Ltr,HEI03A - 001,27,1,0.02,0.02,31,1,0.01,0.02,100.0,100.0,1,1,3.7,100.0,14.08,14.08,1,1,3.7037037037037033,14.08,0.5214814814814814,False,HEI
B0B6J9QM5X,B0B6J9QM5X,"Parkers Lion Cool Salsa 2.27Ltrs, Red",LIO11 - 001,5,0,0.0,0.0,6,0,0.0,0.0,83.33,0.0,2,0,40.0,0.0,28.48,0.0,1,0,40.0,14.24,5.696,False,LIO
B0B6QBZGPS,B0B6Q9YB34,Colman's English Mustard 150g x Case of 6,COL10A - 004 Prime,17,0,0.01,0.0,21,0,0.01,0.0,94.44,0.0,1,0,5.88,0.0,22.3,0.0,1,0,5.88235294117647,22.3,1.311764705882353,True,COL
B0B8DK6GFB,B0B8DLRH3X,Mona Lisa Dark Chocolate Shavings 2.5kg,DEC20 - 003,11,3,0.01,0.06,17,3,0.01,0.05,100.0,100.0,1,1,9.09,33.33,48.15,48.15,1,1,9.090909090909092,48.15,4.377272727272727,False,DEC
B0BD5PNJW9,B0BD5PNJW9,"America's Finest Pumpkin Puree - 100% Pure Pumpkin, 425g (Pack of 6)",FRU44 - 009 Prime,239,4,0.13,0.09,329,5,0.14,0.08,3.61,0.0,1,0,0.42,0.0,23.18,0.0,1,0,0.41841004184100417,23.18,0.09698744769874477,True,FRU
B0BDG1VJ1F,B0BDG1VJ1F,"Parkers Whitakers Mint Crisps 1kg, Brown/Gold",AFT04B - 003,5,1,0.0,0.02,6,1,0.0,0.02,100.0,100.0,1,0,20.0,0.0,20.96,0.0,1,0,20.0,20.96,4.192,False,AFT
B0BDM7G2JJ,B0BDM7G2JJ,Lion English Mustard 2.27Ltr,LIO01 - 001,9,0,0.01,0.0,14,0,0.01,0.0,100.0,0.0,1,0,11.11,0.0,15.17,0.0,1,0,11.11111111111111,15.17,1.6855555555555555,False,LIO
B0BDMB38V5,B0BDMB38V5,Lion Yoghurt & Mint Dressing 2.27 Ltr,DRE06 - 001,19,0,0.01,0.0,20,0,0.01,0.0,26.32,0.0,1,0,5.26,0.0,16.25,0.0,1,0,5.263157894736842,16.25,0.8552631578947368,False,DRE
B0BNFDBF3R,B0BNF9QB7K,Kerrymaid Single UHT 1L x 12,UHT04 - 002,12,0,0.01,0.0,19,0,0.01,0.0,100.0,0.0,1,0,8.33,0.0,47.84,0.0,1,0,8.333333333333332,47.84,3.986666666666667,False,UHT
B0BNFH25D7,B0BNLX91XT,Alpro Barista for Professionals Almond Long Life Drink 1L x 12,ALP08 - 002,11,0,0.01,0.0,14,0,0.01,0.0,76.92,0.0,1,1,9.09,0.0,32.31,32.31,1,1,9.090909090909092,32.31,2.9372727272727275,False,ALP
B0BS6SHP4W,B0BS6SHP4W,Lion Mint Sauce 2.27ltr F,LIO08 - 001,11,0,0.01,0.0,11,0,0.0,0.0,100.0,0.0,1,0,9.09,0.0,11.33,0.0,1,0,9.090909090909092,11.33,1.03,False,LIO
B0BW1387N3,B0BW1387N3,Heinz Malt Vinegar 200 Sachets x 7g,HEI10I - 002,7,0,0.0,0.0,8,0,0.0,0.0,100.0,0.0,1,0,14.29,0.0,18.33,0.0,1,0,14.285714285714285,18.33,2.6185714285714283,False,HEI
B0BYP7QRJ7,B0BYP7QRJ7,Artisan The Best of Millers Crackers for Cheese 350g,MILLER010 - 001,26,1,0.01,0.02,33,1,0.01,0.02,96.67,0.0,1,0,3.85,0.0,12.25,0.0,1,0,3.8461538461538463,12.25,0.47115384615384615,False,MILLER
B0BYPF1XHL,B0BYPF1XHL,"Artisan Toast for Cheese Selection 12 x 100g (4 x 100g Date, Hazlenut & Pumpkins Seeds, 4 x 100g Apricots, Pistachios & Sunflower Seeds, & 4 x 100g Cherries, Almonds & Linseeds)",MILLER001 - 002,9,0,0.01,0.0,9,0,0.0,0.0,100.0,0.0,1,0,11.11,0.0,40.32,0.0,1,0,11.11111111111111,40.32,4.48,False,MILLER
B0BYPFKLBG,B0BYPFKLBG,"Millers Gluten Free Selection 12 x 100-125g (4 x 100g GF Extra Virgin Olive Oil & Sea Salt Crackers, 4 x 100g GF Cranberry & Raisin Toast & 4 x 125g GF Charcoal Wafers) - Artisan Biscuits",MILLIER0010 - 001,19,0,0.01,0.0,20,0,0.01,0.0,95.0,0.0,1,0,5.26,0.0,43.49,0.0,1,0,5.263157894736842,43.49,2.2889473684210526,False,MILLIER
B0BYT89VYW,B0BYT89VYW,South Downs Water 24 x 500ML Sparkling - 100% Recyclable Bottles,SOUTHD008 - 001,11,0,0.01,0.0,16,0,0.01,0.0,100.0,0.0,1,0,9.09,0.0,17.59,0.0,1,0,9.090909090909092,17.59,1.5990909090909091,False,SOUTHD
B0C1BZFX4M,B0C1BZFX4M,Parkers Dried Apple Rings 1kg,DRI15 - 001,4,0,0.0,0.0,5,0,0.0,0.0,100.0,0.0,1,0,25.0,0.0,15.8,0.0,1,0,25.0,15.8,3.95,False,DRI
B0C1VN7RXK,B0C1VN7RXK,"Panna Cotta 1L Macphie Simply heat, chill & serve",MACPHI004 - 012,46,0,0.03,0.0,64,0,0.03,0.0,94.74,0.0,2,0,4.35,0.0,21.64,0.0,1,0,4.3478260869565215,10.82,0.47043478260869565,False,MACPHI
B0C2D5Y1B6,B0C2D5Y1B6,Disposable Blue Piping Bags 100 x 21inch,PIPING01 - 001 Prime,1,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1,0,100.0,0.0,12.64,0.0,1,0,100.0,12.64,12.64,True,PIPING
